AcceptsAndroidPay,AcceptsApplePay,AcceptsBitcoin,AcceptsCreditCards,AcceptsInsurance,AgesAllowed,Alcohol,Ambience,Attire,BestNights,BikeParking,ByAppointmentOnly,CannabisProducts,Caters,CoatCheck,Delivery,DogsAllowed,Drive-Thru,Fri,GoodFor,GoodForDancing,GoodforGroups,GoodforKids,GoodforWorking,HappyHour,HasPoolTable,HasTV,Mon,Music,NoiseLevel,OffersMilitaryDiscount,OutdoorSeating,Parking,Sat,Smoking,Sun,Take-out,TakesReservations,Thu,Tue,WaiterService,Wed,WheelchairAccessible,Wi-Fi,area,claimed status,health inspect,id,latitude,longitude,price,rating,related0,related1,related2,review,tag,title,url
No,No,,Yes,,,Beer&WineOnly,Casual,Casual,,Yes,,,No,,Yes,,,10:30 am - 9:30 pm,Lunch,,Yes,Yes,,,,No,10:30 am - 9:00 pm,,Average,,No,Street,9:30 am - 9:30 pm,,9:00 am - 9:00 pm,Yes,Yes,10:30 am - 9:00 pm,10:30 am - 9:00 pm,Yes,Closed,Yes,No,CA San_Francisco Outer_Richmond,Claimed,90outof100,ton-kiang-san-francisco,37.78006,-122.481962,2.0,3.5,good-mong-kok-bakery-san-francisco,good-luck-dim-sum-san-francisco,delicious-dim-sum-san-francisco,1182,DimSum,Ton Kiang,https://www.yelp.com/biz/ton-kiang-san-francisco?osq=food
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CA San_Francisco Outer_Richmond,Unclaimed,86outof100,new-wing-hing-seafood-market-san-francisco-2,37.782298,-122.4832651,,3.0,seafood-center-san-francisco,25th-and-clement-produce-market-san-francisco,sun-fat-seafood-company-san-francisco,6,"SeafoodMarkets,MeatShops,Grocery",New Wing Hing Seafood Market,https://www.yelp.com/biz/new-wing-hing-seafood-market-san-francisco-2?osq=food
,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Street,,,,,,,,,,Yes,,CA San_Francisco Outer_Richmond,Unclaimed,,lincoln-park-market-san-francisco,37.7815538,-122.4911116,1.0,2.5,balboa-produce-market-san-francisco,25th-and-clement-produce-market-san-francisco,22nd-and-irving-market-san-francisco,7,Grocery,Lincoln Park Market,https://www.yelp.com/biz/lincoln-park-market-san-francisco?osq=food
,No,,Yes,,,,,,,Yes,,,,,,,,9:00 am - 8:00 pm,,,,,,,,,9:00 am - 8:00 pm,,,,,Street,9:00 am - 8:00 pm,,9:00 am - 8:00 pm,No,,9:00 am - 8:00 pm,9:00 am - 8:00 pm,,9:00 am - 8:00 pm,Yes,,CA San_Francisco Outer_Richmond,Claimed,100outof100,thoms-natural-foods-san-francisco,37.7801264,-122.4822609,3.0,3.5,25th-and-clement-produce-market-san-francisco,other-avenues-food-store-cooperative-san-francisco,new-world-market-san-francisco,88,"Grocery,HealthMarkets",Thom’s Natural Foods,https://www.yelp.com/biz/thoms-natural-foods-san-francisco?osq=food
No,No,No,Yes,,,Beer&WineOnly,Casual,Casual,,Yes,,,No,,No,,,4:00 pm - 10:00 pm,Dinner,,Yes,Yes,,,,No,Closed,,Average,,No,Street,4:00 pm - 10:00 pm,,4:00 pm - 9:00 pm,Yes,Yes,4:00 pm - 9:30 pm,4:00 pm - 9:30 pm,Yes,4:00 pm - 9:30 pm,Yes,No,CA San_Francisco Outer_Richmond,Claimed,87outof100,ernestos-italian-restaurant-san-francisco,37.7818496,-122.4839148,2.0,3.5,giorgios-pizzeria-san-francisco-5,pizzetta-211-san-francisco,bella-trattoria-san-francisco,159,"Pizza,Italian,Seafood",Ernesto’s Italian Restaurant,https://www.yelp.com/biz/ernestos-italian-restaurant-san-francisco?osq=food
No,No,,Yes,,,,,,,No,,,Yes,,No,,,7:00 am - 9:00 pm,,,,,,,,,7:00 am - 9:00 pm,,,,,Street,7:00 am - 9:00 pm,,7:00 am - 9:00 pm,Yes,,7:00 am - 9:00 pm,7:00 am - 9:00 pm,,7:00 am - 9:00 pm,Yes,,CA San_Francisco Outer_Richmond,Claimed,85outof100,moscow-and-tbilisi-bakery-store-san-francisco,37.7806632,-122.479048,1.0,4.0,lung-fung-bakery-san-francisco,schuberts-bakery-san-francisco,cinderella-bakery-and-cafe-san-francisco-2,418,Bakeries,Moscow & Tbilisi Bakery Store,https://www.yelp.com/biz/moscow-and-tbilisi-bakery-store-san-francisco?osq=food
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CA San_Francisco Outer_Richmond,Unclaimed,,asian-fusion-san-francisco,37.7799688,-122.4817254,,,,,,,,Asian Fusion,https://www.yelp.com/biz/asian-fusion-san-francisco?osq=food
,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,CA San_Francisco Outer_Richmond,Unclaimed,,vinces-pizza-house-san-francisco,37.7804265,-122.480903,,,nizarios-pizza-san-francisco-2,pizzetta-211-san-francisco,gaspares-pizza-house-and-italian-restaurant-san-francisco,,,Vince’s Pizza House,https://www.yelp.com/biz/vinces-pizza-house-san-francisco?osq=food
No,No,,Yes,,,No,,Casual,,Yes,,,,,No,,,6:00 am - 6:00 pm,Lunch,,Yes,Yes,Yes,,,,6:00 am - 6:00 pm,,Quiet,,Yes,Street,6:00 am - 6:00 pm,,6:00 am - 6:00 pm,Yes,No,6:00 am - 6:00 pm,6:00 am - 6:00 pm,,6:00 am - 6:00 pm,Yes,Free,CA San_Francisco Outer_Richmond,Unclaimed,83outof100,royal-ground-coffee-san-francisco-2,37.7822544,-122.4845442,1.0,4.0,japonica-san-francisco,garden-house-cafe-san-francisco,bazaar-cafe-san-francisco,78,"Coffee&Tea,Sandwiches",Royal Ground Coffee,https://www.yelp.com/biz/royal-ground-coffee-san-francisco-2?osq=food
No,No,,Yes,,,Beer&WineOnly,Casual,Casual,,No,,,No,,No,,,11:00 am - 2:30 pm5:00 pm - 9:30 pm,Lunch,,Yes,Yes,,,,Yes,11:00 am - 2:30 pm5:00 pm - 9:30 pm,,Average,,No,Street,10:00 am - 2:30 pm5:00 pm - 9:00 pm,,10:00 am - 2:30 pm5:00 pm - 9:00 pm,Yes,Yes,11:00 am - 2:30 pm5:00 pm - 9:30 pm,11:00 am - 2:30 pm5:00 pm - 9:30 pm,Yes,11:00 am - 2:30 pm5:00 pm - 9:30 pm,,No,CA San_Francisco Outer_Richmond,Unclaimed,80outof100,shai-lai-seafood-restaurant-san-francisco,37.779800415,-122.486602783,2.0,3.5,good-luck-dim-sum-san-francisco,tc-pastry-san-francisco,ton-kiang-san-francisco,84,"Cantonese,Seafood,DimSum",Shai Lai Seafood Restaurant,https://www.yelp.com/biz/shai-lai-seafood-restaurant-san-francisco?osq=food
,No,,Yes,,,No,,,,No,,,,,No,,,11:00 am - 10:00 pm,,,,,Yes,,,,11:00 am - 10:00 pm,,,,No,Street,11:00 am - 10:00 pm,,11:00 am - 10:00 pm,Yes,,11:00 am - 10:00 pm,11:00 am - 10:00 pm,,11:00 am - 10:00 pm,Yes,Free,CA San_Francisco Outer_Richmond,Claimed,,xpresso-tea-san-francisco,37.7794792,-122.4934264,1.0,3.5,the-art-bistro-san-francisco,cafe-enchante-san-francisco,sugarcane-sf-san-francisco-2,33,"Coffee&Tea,BubbleTea,Taiwanese",Xpresso Tea,https://www.yelp.com/biz/xpresso-tea-san-francisco?osq=food
Yes,No,No,Yes,,,,,,,Yes,,,Yes,,,,,11:00 am - 11:00 pm,,,,,Yes,,,,Closed,,,,No,Street,11:00 am - 11:00 pm,,11:00 am - 10:00 pm,Yes,,11:00 am - 10:00 pm,11:00 am - 10:00 pm,,11:00 am - 10:00 pm,Yes,Free,CA San_Francisco Outer_Richmond,Claimed,87outof100,bambu-san-francisco-3,37.780408,-122.484582,1.0,4.0,wonderful-dessert-and-cafe-san-francisco-2,cafe-enchante-san-francisco,purple-kow-san-francisco-2,477,"Coffee&Tea,JuiceBars&Smoothies,BubbleTea",BAMBU,https://www.yelp.com/biz/bambu-san-francisco-3?osq=food
No,No,,Yes,,,,,,,Yes,,,No,,,,,12:30 pm - 10:00 pm,,,,,Yes,,,,12:30 pm - 9:00 pm,,,,No,Street,12:30 pm - 10:00 pm,,12:30 pm - 10:00 pm,Yes,,12:30 pm - 9:00 pm,12:30 pm - 9:00 pm,,12:30 pm - 9:00 pm,,Free,CA San_Francisco Outer_Richmond,Unclaimed,100outof100,honey-b-tea-house-san-francisco,37.7820665083,-122.483408984,1.0,3.0,cafe-enchante-san-francisco,purple-kow-san-francisco-2,ilanas-coffee-san-francisco,257,"Coffee&Tea,TeaRooms",Honey B Tea House,https://www.yelp.com/biz/honey-b-tea-house-san-francisco?osq=food
,,,,,,,,,,,,,,,,,,Closed,,,,,,,,,6:00 am - 7:00 pm,,,,,,Closed,,6:00 am - 7:00 pm,,,6:00 am - 7:00 pm,6:00 am - 7:00 pm,,6:00 am - 7:00 pm,,,CA San_Francisco Outer_Richmond,Claimed,,kosher-bayking-san-francisco,37.7811207,-122.4797458,,,,,,,,Kosher Bayking,https://www.yelp.com/biz/kosher-bayking-san-francisco?osq=food
,,,No,,,,,,,Yes,,,,,No,,,7:00 am - 6:00 pm,,,,,,,,,7:00 am - 6:00 pm,,,,,Street,7:00 am - 6:00 pm,,7:00 am - 6:00 pm,Yes,,7:00 am - 6:00 pm,7:00 am - 6:00 pm,,7:00 am - 6:00 pm,Yes,,CA San_Francisco Outer_Richmond,Unclaimed,88outof100,first-cake-san-francisco,37.7799379,-122.4828201,1.0,3.5,have-your-cake-san-francisco-2,sunset-bakery-san-francisco,lung-fung-bakery-san-francisco,55,Bakeries,First Cake,https://www.yelp.com/biz/first-cake-san-francisco?osq=food
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CA San_Francisco Outer_Richmond,Unclaimed,,lucky-garden-san-francisco,37.7802286,-122.4804331,,2.0,kirin-chinese-restaurant-san-francisco,yummy-yummy-san-francisco,ton-kiang-san-francisco,1,Chinese,Lucky Garden,https://www.yelp.com/biz/lucky-garden-san-francisco?osq=food
,,,Yes,,,,,,,Yes,,,,,,,,7:30 am - 9:30 pm,,,,,,,,,7:30 am - 9:30 pm,,,,,Street,7:30 am - 9:30 pm,,7:30 am - 8:30 pm,Yes,,7:30 am - 9:30 pm,7:30 am - 9:30 pm,,7:30 am - 9:30 pm,Yes,,CA San_Francisco Outer_Richmond,Unclaimed,96outof100,balboa-bi-rite-market-san-francisco-2,37.7760853,-122.4853196,2.0,3.5,balboa-produce-market-san-francisco,25th-and-clement-produce-market-san-francisco,blackwells-wines-and-spirits-san-francisco,9,"Grocery,Beer,Wine&Spirits",Balboa Bi-Rite Market,https://www.yelp.com/biz/balboa-bi-rite-market-san-francisco-2?osq=food
,No,,Yes,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,Street,,,,,,,,,,Yes,,CA San_Francisco Outer_Richmond,Unclaimed,,new-california-food-market-san-francisco,37.7841592,-122.4786213,1.0,4.0,judah-ninth-avenue-liquors-san-francisco,modera-liquor-and-wine-san-francisco,blackwells-wines-and-spirits-san-francisco,10,"Beer,Wine&Spirits",New California Food Market,https://www.yelp.com/biz/new-california-food-market-san-francisco?osq=food
No,No,,Yes,,,No,Casual,Casual,,Yes,,,No,,No,,No,Open 24 hours,Lunch,,No,Yes,,,,No,Open 24 hours,,Average,,No,Street,Open 24 hours,,Open 24 hours,Yes,No,Open 24 hours,Open 24 hours,No,Open 24 hours,Yes,No,CA San_Francisco Outer_Richmond,Unclaimed,96outof100,subway-san-francisco-65,37.780615,-122.4802949,1.0,3.0,gordo-taqueria-san-francisco-2,a-k-meats-san-francisco,the-golden-donut-san-francisco,48,"Sandwiches,FastFood",Subway,https://www.yelp.com/biz/subway-san-francisco-65?osq=food
,,,Yes,,,,,,,Yes,,,,,,,,8:30 am - 8:30 pm,,,,,,,,,8:30 am - 8:30 pm,,,,,Street,8:30 am - 8:30 pm,,8:30 am - 8:30 pm,,,8:30 am - 8:30 pm,8:30 am - 8:30 pm,,8:30 am - 8:30 pm,Yes,,CA San_Francisco Outer_Richmond,Claimed,82outof100,6001-california-market-san-francisco-2,37.7837883,-122.481981,2.0,4.0,balboa-bi-rite-market-san-francisco-2,25th-and-clement-produce-market-san-francisco,richmond-new-may-wah-supermarket-san-francisco,49,"Grocery,Beer,Wine&Spirits",6001 California Market,https://www.yelp.com/biz/6001-california-market-san-francisco-2?osq=food
,,,Yes,,,No,,Casual,,Yes,,,,,Yes,,,,,,Yes,Yes,,,,Yes,,,Quiet,,No,,,,,Yes,Yes,,,Yes,,,Free,CA San_Francisco Outer_Richmond,Unclaimed,88outof100,sf-mlt-san-francisco,37.7825187,-122.4789286,2.0,3.0,ryokos-san-francisco,akikos-restaurant-san-francisco,san-tung-san-francisco-2,21,Szechuan,SF-MLT,https://www.yelp.com/biz/sf-mlt-san-francisco?osq=food
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CA San_Francisco Outer_Richmond,Unclaimed,,a-c-i-g-i-san-francisco,37.7803008,-122.4854296,,,thoms-natural-foods-san-francisco,,,,,A C I G I,https://www.yelp.com/biz/a-c-i-g-i-san-francisco?osq=food
,,,Yes,,,,,,,,,,,,,,,10:00 am - 1:00 am,,,,,,,,,10:00 am - 11:30 pm,,,,,Street,10:00 am - 1:00 am,,10:00 am - 11:30 pm,,,10:00 am - 11:30 pm,10:00 am - 11:30 pm,,10:00 am - 11:30 pm,Yes,,CA San_Francisco Outer_Richmond,Unclaimed,,richmond-market-san-francisco,37.7757317,-122.5014498,2.0,3.5,garage-cafe-san-francisco,gabby-cafe-san-francisco,the-store-on-the-corner-san-francisco,14,ConvenienceStores,Richmond Market,https://www.yelp.com/biz/richmond-market-san-francisco?osq=food
,No,,Yes,,,Beer&WineOnly,Casual,Casual,,Yes,,,No,,Yes,,,10:30 am - 3:00 pm5:00 pm - 9:30 pm,Lunch,,Yes,Yes,,,,Yes,10:30 am - 3:00 pm5:00 pm - 9:30 pm,,Average,,No,Street,10:00 am - 3:00 pm,,11:00 am - 9:30 pm,Yes,Yes,10:30 am - 3:00 pm5:00 pm - 9:30 pm,10:30 am - 3:00 pm5:00 pm - 9:30 pm,Yes,10:30 am - 3:00 pm5:00 pm - 9:30 pm,Yes,No,CA San_Francisco Outer_Richmond,Claimed,68outof100,golden-gate-dim-sum-san-francisco,37.7820778,-122.4790553,2.0,2.5,wing-lee-bakery-san-francisco,good-luck-dim-sum-san-francisco,ton-kiang-san-francisco,134,"DimSum,Seafood",Golden Gate Dim Sum,https://www.yelp.com/biz/golden-gate-dim-sum-san-francisco?osq=food
,No,,Yes,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,PrivateLot,,,,No,,,,,,Yes,,CA San_Francisco Outer_Richmond,Unclaimed,,chevron-san-francisco,37.7805188,-122.4841427,3.0,3.0,richmond-super-shell-san-francisco,california-auto-service-center-san-francisco,chevron-station-san-francisco-2,26,"Gas&ServiceStations,ConvenienceStores",Chevron,https://www.yelp.com/biz/chevron-san-francisco?osq=food
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CA San_Francisco Outer_Richmond,Unclaimed,86outof100,lincoln-park-bar-and-grill-san-francisco,37.7821955,-122.4943533,,,gleneagles-golf-course-san-francisco,hockey-haven-san-francisco,tpc-harding-park-san-francisco,,,Lincoln Park Bar & Grill,https://www.yelp.com/biz/lincoln-park-bar-and-grill-san-francisco?osq=food
,,,Yes,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,Street,,,,,,,,,,Yes,,CA San_Francisco Outer_Richmond,Unclaimed,79outof100,europa-express-2-san-francisco,37.7744861,-122.509949,2.0,3.0,easy-money-san-francisco,25th-and-clement-produce-market-san-francisco,seakor-polish-delicatessen-and-sausage-factory-san-francisco,37,Grocery,Europa Express 2,https://www.yelp.com/biz/europa-express-2-san-francisco?osq=food
,No,,Yes,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,Street,,,,Yes,,,,,,,,CA San_Francisco Outer_Richmond,Unclaimed,100outof100,oceanview-market-and-deli-san-francisco,37.7790869,-122.499894,2.0,2.5,balboa-bi-rite-market-san-francisco-2,balboa-produce-market-san-francisco,25th-and-clement-produce-market-san-francisco,6,Grocery,Oceanview Market & Deli,https://www.yelp.com/biz/oceanview-market-and-deli-san-francisco?osq=food
,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Street,,,,,,,,,,Yes,,CA San_Francisco Outer_Richmond,Unclaimed,,hollywood-market-liquor-and-deli-san-francisco,37.7801385,-122.4853616,3.0,3.5,balboa-bi-rite-market-san-francisco-2,blackwells-wines-and-spirits-san-francisco,martells-liquor-san-francisco,8,"Beer,Wine&Spirits",Hollywood Market Liquor & Deli,https://www.yelp.com/biz/hollywood-market-liquor-and-deli-san-francisco?osq=food
,No,,Yes,,,,,,,Yes,,,,,,,,7:00 am - 2:00 am,,,,,,,,,7:00 am - 2:00 am,,,,,Street,7:00 am - 2:00 am,,7:00 am - 12:00 am,Yes,,7:00 am - 2:00 am,7:00 am - 2:00 am,,7:00 am - 2:00 am,Yes,,CA San_Francisco Outer_Richmond,Claimed,,martells-liquor-san-francisco,37.780012,-122.479705,1.0,3.0,modera-liquor-and-wine-san-francisco,blackwells-wines-and-spirits-san-francisco,balboa-bi-rite-market-san-francisco-2,23,"Beer,Wine&Spirits,ConvenienceStores",Martell’s Liquor,https://www.yelp.com/biz/martells-liquor-san-francisco?osq=food
,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CA San_Francisco Outer_Richmond,Unclaimed,,33-mart-san-francisco,37.7820987,-122.4797581,,2.0,balboa-bi-rite-market-san-francisco-2,25th-and-clement-produce-market-san-francisco,thoms-natural-foods-san-francisco,2,Grocery,33 Mart,https://www.yelp.com/biz/33-mart-san-francisco?osq=food
,,No,Yes,,,,,,,No,,,,,,,,6:00 am - 6:00 pm,,,,,,,,,6:00 am - 6:00 pm,,,,,,6:00 am - 6:00 pm,,6:00 am - 6:00 pm,,,6:00 am - 6:00 pm,6:00 am - 6:00 pm,,6:00 am - 6:00 pm,No,,CA San_Francisco Outer_Richmond,Claimed,,reset-meals-san-francisco,37.7813454,-122.497668,2.0,5.0,nelson-technology-san-francisco,,,2,FoodDeliveryServices,Reset Meals,https://www.yelp.com/biz/reset-meals-san-francisco?osq=food
,,,Yes,,,,,,,,,,,,,,,8:30 am - 7:00 pm,,,,,Yes,,,,8:30 am - 7:00 pm,,,,No,,8:30 am - 7:00 pm,,8:30 am - 7:00 pm,Yes,,8:30 am - 7:00 pm,8:30 am - 7:00 pm,,8:30 am - 7:00 pm,,Free,CA San_Francisco Outer_Richmond,Claimed,,saltroot-cafe-san-francisco,37.7818872,-122.4911466,1.0,5.0,,,,9,"Bakeries,Coffee&Tea",Saltroot Cafe,https://www.yelp.com/biz/saltroot-cafe-san-francisco?osq=food
,,,Yes,,,,,,,Yes,No,,No,,,,,8:00 am - 11:00 pm,,,,,,,,,8:00 am - 11:00 pm,,,,,Street,8:00 am - 11:00 pm,,8:00 am - 11:00 pm,No,,8:00 am - 11:00 pm,8:00 am - 11:00 pm,,8:00 am - 11:00 pm,Yes,,CA San_Francisco Outer_Richmond,Claimed,,walgreens-san-francisco-129,37.7794453,-122.5035011,1.0,3.0,joes-pharmacy-san-francisco,safeway-pharmacy-san-francisco-4,pharmaca-integrative-pharmacy-san-francisco,38,"Drugstores,ConvenienceStores,Cosmetics&BeautySupply",Walgreens,https://www.yelp.com/biz/walgreens-san-francisco-129?osq=food
,,,Yes,,,,,,,No,,,,,,,,10:30 am - 2:00 am,,,,,,,,,10:30 am - 2:00 am,,,,,Street,10:30 am - 2:00 am,,10:30 am - 2:00 am,,,10:30 am - 2:00 am,10:30 am - 2:00 am,,10:30 am - 2:00 am,Yes,,CA San_Francisco Outer_Richmond,Claimed,100outof100,liberty-market-san-francisco,37.7800179904,-122.482421399,1.0,2.5,balboa-bi-rite-market-san-francisco-2,martells-liquor-san-francisco,blackwells-wines-and-spirits-san-francisco,23,"Beer,Wine&Spirits",Liberty Market,https://www.yelp.com/biz/liberty-market-san-francisco?osq=food
,No,,Yes,,,,,,,Yes,,,No,,,,,8:00 am - 9:00 pm,,,,,,,,,8:00 am - 9:00 pm,,,,,PrivateLot,8:00 am - 9:00 pm,,8:00 am - 9:00 pm,No,,8:00 am - 9:00 pm,8:00 am - 9:00 pm,,8:00 am - 9:00 pm,,,CA San_Francisco Outer_Richmond,Claimed,,grocery-outlet-bargain-market-san-francisco-2,37.7797423,-122.4874174,1.0,4.0,smart-and-final-san-francisco,cash-and-carry-san-francisco-3,balboa-produce-market-san-francisco,102,"Grocery,DiscountStore",Grocery Outlet Bargain Market,https://www.yelp.com/biz/grocery-outlet-bargain-market-san-francisco-2?osq=food
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CA San_Francisco Outer_Richmond,Claimed,,home-san-francisco-28,37.7823159,-122.4809912,,,,,,,,Home,https://www.yelp.com/biz/home-san-francisco-28?osq=food
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CA San_Francisco Outer_Richmond,Unclaimed,,food-with-love-san-francisco-san-francisco,37.7806768,-122.4780918,,,,,,,,Food With Love San Francisco,https://www.yelp.com/biz/food-with-love-san-francisco-san-francisco?osq=food
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CA San_Francisco Outer_Richmond,Unclaimed,,wei-weis-gourment-house-san-francisco,37.7754778,-122.4980227,,,balboa-produce-market-san-francisco,eating-with-the-seasons-san-francisco-2,,,,Wei Wei’s Gourment House,https://www.yelp.com/biz/wei-weis-gourment-house-san-francisco?osq=food
,No,,Yes,,,,,,,No,,,,,,,,11:00 am - 10:00 pm,,,,,,,,,11:00 am - 10:00 pm,,,,,Street,11:00 am - 10:00 pm,,11:00 am - 10:00 pm,No,,11:00 am - 10:00 pm,11:00 am - 10:00 pm,,11:00 am - 10:00 pm,,,CA San_Francisco Outer_Richmond,Claimed,,33rd-ave-liquor-san-francisco,37.7798490597,-122.493766956,2.0,3.5,blackwells-wines-and-spirits-san-francisco,d-and-m-wine-and-liquor-company-san-francisco,tigers-liquors-san-francisco,4,"Beer,Wine&Spirits",33rd Ave Liquor,https://www.yelp.com/biz/33rd-ave-liquor-san-francisco?osq=food
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CA San_Francisco Outer_Richmond,Unclaimed,100outof100,self-help-for-the-elderly-san-francisco-7,37.7799588,-122.4812995,,1.0,,,,1,,Self Help For the Elderly,https://www.yelp.com/biz/self-help-for-the-elderly-san-francisco-7?osq=food
,No,,Yes,,,Beer&WineOnly,Casual,Casual,,No,,,Yes,No,No,No,,7:00 am - 8:00 pm,,No,No,Yes,,No,,Yes,7:00 am - 8:00 pm,Background,Average,,No,Street,7:00 am - 10:00 pm,No,7:00 am - 8:00 pm,Yes,No,7:00 am - 8:00 pm,7:00 am - 8:00 pm,No,7:00 am - 8:00 pm,,Free,CA San_Francisco Outer_Sunset,Claimed,74outof100,yonkers-cafe-san-francisco,37.7529249,-122.5046989,1.0,4.5,java-beach-cafe-san-francisco,pisces-california-cuisine-san-francisco,the-pizza-place-san-francisco,65,"Cafes,WineBars",Yonkers Cafe,https://www.yelp.com/biz/yonkers-cafe-san-francisco?osq=food
No,No,,Yes,,,Beer&WineOnly,Casual,Casual,,Yes,,,Yes,,No,,,11:30 am - 2:30 pm5:30 pm - 2:00 am,"Dinner,LateNight",,Yes,Yes,,,,Yes,5:30 pm - 2:00 am,,Average,,No,Street,11:30 am - 2:30 pm5:30 pm - 2:00 am,,11:30 am - 2:30 pm5:30 pm - 10:30 pm,Yes,Yes,5:30 pm - 2:00 am,5:30 pm - 2:00 am,Yes,5:30 pm - 2:00 am,Yes,No,CA San_Francisco Outer_Sunset,Claimed,100outof100,the-crew-san-francisco,37.7543406606,-122.478169364,2.0,4.0,shin-toe-bul-yi-san-francisco,muguboka-restaurant-san-francisco,toyose-san-francisco,284,Korean,The Crew,https://www.yelp.com/biz/the-crew-san-francisco?osq=food
No,No,,Yes,,,No,Trendy,Casual,,Yes,,,Yes,,No,,,11:00 am - 7:00 pm,"Brunch,Lunch",,Yes,Yes,,,,Yes,Closed,,Quiet,,No,Street,11:00 am - 7:00 pm,,11:00 am - 7:00 pm,Yes,No,11:00 am - 7:00 pm,11:00 am - 7:00 pm,No,11:00 am - 7:00 pm,Yes,No,CA San_Francisco Outer_Sunset,Claimed,,cherimoya-2-san-francisco-4,37.7634305974,-122.480616847,1.0,4.5,,,,25,"Vietnamese,Noodles",Cherimoya 2,https://www.yelp.com/biz/cherimoya-2-san-francisco-4?osq=food
No,No,No,Yes,,,FullBar,Hipster,Casual,,Yes,,,No,,No,Yes,,9:00 am - 3:00 pm5:00 pm - 10:00 pm,Brunch,,No,Yes,,,,No,9:00 am - 3:00 pm5:00 pm - 10:00 pm,,Average,,Yes,Street,9:00 am - 3:00 pm5:00 pm - 10:00 pm,,9:00 am - 3:00 pm5:00 pm - 10:00 pm,No,Yes,9:00 am - 3:00 pm5:00 pm - 10:00 pm,9:00 am - 3:00 pm5:00 pm - 10:00 pm,Yes,9:00 am - 3:00 pm5:00 pm - 10:00 pm,Yes,No,CA San_Francisco Outer_Sunset,Claimed,88outof100,outerlands-san-francisco,37.7602646,-122.504987,2.0,3.5,new-taraval-cafe-san-francisco,java-beach-cafe-san-francisco,zazie-san-francisco,1874,"American(New),Breakfast&Brunch,Sandwiches",Outerlands,https://www.yelp.com/biz/outerlands-san-francisco?osq=food
No,No,,Yes,,,Beer&WineOnly,Casual,Casual,,Yes,,,No,,No,,,7:00 am - 4:00 pm,"Breakfast,Brunch",,Yes,Yes,No,,,No,7:00 am - 4:00 pm,,Average,,Yes,Street,7:00 am - 4:00 pm,,7:00 am - 4:00 pm,Yes,No,7:00 am - 4:00 pm,7:00 am - 4:00 pm,No,7:00 am - 4:00 pm,,No,CA San_Francisco Outer_Sunset,Claimed,87outof100,beachside-coffee-bar-and-kitchen-san-francisco,37.7605215,-122.5082294,2.0,4.0,new-taraval-cafe-san-francisco,java-beach-cafe-san-francisco,sea-breeze-restaurant-san-francisco,581,"Breakfast&Brunch,Coffee&Tea,American(Traditional)",Beachside Coffee Bar & Kitchen,https://www.yelp.com/biz/beachside-coffee-bar-and-kitchen-san-francisco?osq=food
No,No,,No,,,No,Casual,Casual,,Yes,,,Yes,,No,,,9:00 am - 9:00 pm,"Lunch,Dinner",,No,Yes,,,,No,9:00 am - 9:00 pm,,Average,,No,Street,9:00 am - 9:00 pm,,9:00 am - 9:00 pm,Yes,No,9:00 am - 9:00 pm,9:00 am - 9:00 pm,Yes,9:00 am - 9:00 pm,No,No,CA San_Francisco Outer_Sunset,Claimed,86outof100,cheung-hing-san-francisco,37.7536786,-122.4889216,1.0,4.0,san-tung-san-francisco-2,ming-tai-wun-tun-noodle-san-francisco,tak-kee-lee-san-francisco,501,"Chinese,Barbeque",Cheung Hing,https://www.yelp.com/biz/cheung-hing-san-francisco?osq=food
