,AcceptsAndroidPay,AcceptsApplePay,AcceptsBitcoin,AcceptsCreditCards,AgesAllowed,Alcohol,Ambience,Attire,BestNights,BikeParking,ByAppointmentOnly,CannabisProducts,Caters,CoatCheck,Delivery,DogsAllowed,Drive-Thru,Fri,GenderNeutralRestrooms,GoodFor,GoodForDancing,GoodforGroups,GoodforKids,GoodforWorking,HappyHour,HasPoolTable,HasTV,Mon,Music,NoiseLevel,OffersMilitaryDiscount,OutdoorSeating,Parking,Sat,Smoking,Sun,Take-out,TakesReservations,Thu,Tue,WaiterService,Wed,WheelchairAccessible,Wi-Fi,area,claimed status,health inspect,id,latitude,longitude,price,rating,related0,related1,related2,review,tag,title,url
920,,,,Yes,,No,,Casual,,No,,,Yes,,Yes,,,,,,,No,Yes,,,,No,,,Quiet,,No,,,,,Yes,No,,,No,,,No,MI Detroit Downriver,Unclaimed,,dough-boyz-pizza-lincoln-park,42.226116,-83.193992,Moderate,3.5,mickeys-pizza-lincoln-park,bella-pizza-allen-park,primos-pizza-allen-park,13,"Pizza,Sandwiches",Dough Boyz Pizza,https://www.yelp.com/biz/dough-boyz-pizza-lincoln-park?osq=food
921,,,,Yes,,,,,,,,,,,No,,,,,,,Yes,,,,,,,,,,,,,,,,No,,,,,,,MI Detroit Downriver,Unclaimed,,clean-street-food-fry-for-a-cure-detroit,42.2717529,-83.147138,,4.0,guns-butter-detroit,affordable-internet-marketing-service-detroit,tsa-precheck-detroit,1,Seafood,Clean Street Food/Fry for a Cure!,https://www.yelp.com/biz/clean-street-food-fry-for-a-cure-detroit?osq=food
923,,,,No,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MI Detroit Downriver,Unclaimed,,yum-yum-donuts-taylor,42.2471752,-83.2704267,,,jacks-italian-bakery-melvindale,donutville-usa-dearborn,yum-yum-donut-dearborn,,,Yum Yum Donuts,https://www.yelp.com/biz/yum-yum-donuts-taylor?osq=food
926,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MI Detroit Downriver,Unclaimed,,heltee-pantree-wyandotte,42.221367,-83.180603,Pricey,1.0,merchants-fine-wine-dearborn,the-vinery-dearborn-heights,confetti-liquor-box-dearborn-heights,2,"Beer,Wine&Spirits",Heltee Pantree,https://www.yelp.com/biz/heltee-pantree-wyandotte?osq=food
927,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MI Detroit Downriver,Unclaimed,,sunoco-express-allen-park,42.2595627,-83.2056429,Moderate,3.0,marias-market-place-canton-2,sunoco-express-allen-park,citgo-brownstown-twp,1,"ConvenienceStores,Gas&ServiceStations",Sunoco Express,https://www.yelp.com/biz/sunoco-express-allen-park?osq=food
928,,,,,,No,,Casual,,,,,,,No,,,,,,,,,,,,,,,Loud,,,,,,,Yes,,,,,,,,MI Detroit Downriver,Unclaimed,,happys-pizza-taylor,42.197221,-83.2691815,,1.0,jets-pizza-taylor,dels-pizzeria-and-restaurant-trenton,mancinos-pizza-and-grinders-of-taylor-taylor,5,Pizza,Happy’s Pizza,https://www.yelp.com/biz/happys-pizza-taylor?osq=food
929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MI Detroit Downriver,Unclaimed,,elks-lodge-allen-park,42.2577079,-83.2073452,,,,,,,,Elks Lodge,https://www.yelp.com/biz/elks-lodge-allen-park?osq=food
930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MI Detroit Downriver,Unclaimed,,flat-rock-party-store-flat-rock,42.099665,-83.292413,,,,,,,,Flat Rock Party Store,https://www.yelp.com/biz/flat-rock-party-store-flat-rock?osq=food
931,,,,Yes,,No,,Casual,,Yes,,,No,,Yes,,,11:00 am - 11:00 pm,,,,Yes,Yes,,,,No,4:00 pm - 9:00 pm,,Average,,No,,1:00 pm - 11:00 pm,,1:00 pm - 9:00 pm,Yes,Yes,11:00 am - 9:00 pm,4:00 pm - 9:00 pm,Yes,4:00 pm - 9:00 pm,,No,MI Detroit Downriver,Unclaimed,,glendas-pizza-gibraltar,42.094454,-83.1938301,Inexpensive,3.0,three-hermanos-rockwood,jims-galley-rockwood,vreeland-market-woodhaven,3,"Pizza,Italian,Mexican",Glenda’s Pizza,https://www.yelp.com/biz/glendas-pizza-gibraltar?osq=food
932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MI Detroit Downriver,Unclaimed,,romulus-liquor-romulus,42.1952545,-83.3372711,,,merchants-fine-wine-dearborn,the-market-romulus,the-cordial-shoppe-taylor,,,Romulus Liquor,https://www.yelp.com/biz/romulus-liquor-romulus?osq=food
933,,,,,,,,,,,,,,,,,,7:00 am - 8:00 pm,,,,,,,,,,7:00 am - 8:00 pm,,,,,,7:00 am - 8:00 pm,,7:00 am - 8:00 pm,,,7:00 am - 8:00 pm,7:00 am - 8:00 pm,,7:00 am - 8:00 pm,,,MI Detroit Downriver,Unclaimed,,pinkberry-detroit-2,42.2084447,-83.3578848,,,,,,,,Pinkberry,https://www.yelp.com/biz/pinkberry-detroit-2?osq=food
934,,,,Yes,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,PrivateLot,,,,Yes,,,,,,Yes,,MI Detroit Downriver,Unclaimed,,jerzeys-sports-bar-and-grill-trenton,42.1459961,-83.1873022,Moderate,3.0,drinks-saloon-brownstown-twp,jerzeys-sports-bar-and-grill-trenton,jonnas-market-taylor,10,"Beer,Wine&Spirits",Jerzey’s Sports Bar & Grill,https://www.yelp.com/biz/jerzeys-sports-bar-and-grill-trenton?osq=food
935,,,,Yes,,No,,Casual,,,,,,,No,,Yes,6:00 am - 12:00 am,,,,Yes,Yes,,,,No,6:00 am - 12:00 am,,Loud,,No,,6:00 am - 12:00 am,,7:00 am - 12:00 am,Yes,No,6:00 am - 12:00 am,6:00 am - 12:00 am,No,6:00 am - 12:00 am,,,MI Detroit Downriver,Unclaimed,,burger-king-taylor-2,42.2557553879569,-83.2407918427103,Inexpensive,1.0,airport-wheat-and-rye-romulus,wendys-dearborn-heights-2,wheat-and-rye-allen-park,3,"Burgers,FastFood",Burger King,https://www.yelp.com/biz/burger-king-taylor-2?osq=food
936,,,,Yes,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,PrivateLot,,,,No,,,,,,,,MI Detroit Downriver,Claimed,,walmart-supercenter-southgate-3,42.2012914,-83.2111764,Inexpensive,3.0,bozeks-meat-and-groceries-hamtramck,honey-bee-la-colmena-detroit,saad-wholesale-meats-detroit-2,5,"DepartmentStores,Grocery",Walmart Supercenter,https://www.yelp.com/biz/walmart-supercenter-southgate-3?osq=food
939,,,,Yes,,,,,,,,,,,No,,,,,,,Yes,No,,,,No,,,,,No,,,,,Yes,No,,,,,,No,MI Detroit Downriver,Unclaimed,,johnsons-family-restaurant-southgate-michigan,42.194836,-83.180684,Inexpensive,1.0,,,,3,American(Traditional),Johnsons Family Restaurant,https://www.yelp.com/biz/johnsons-family-restaurant-southgate-michigan?osq=food
940,,,,Yes,,No,,Casual,,,,,No,,Yes,,,,,,,Yes,Yes,,,,No,,,Quiet,,No,,,,,Yes,No,,,No,,,No,MI Detroit Downriver,Unclaimed,,all-sports-pizza-taylor,42.2565449,-83.237943,Inexpensive,3.0,zukins-rib-shack-lincoln-park,pizza-king-taylor,hungry-howies-pizza-taylor-3,5,Pizza,All Sports Pizza,https://www.yelp.com/biz/all-sports-pizza-taylor?osq=food
942,,,,Yes,,,,Casual,,Yes,,,Yes,,No,,,11:00 am - 9:00 pm,,,,No,Yes,,,,,11:00 am - 9:00 pm,,,,,,11:00 am - 9:00 pm,,11:00 am - 8:00 pm,Yes,No,11:00 am - 9:00 pm,11:00 am - 9:00 pm,,11:00 am - 9:00 pm,,Free,MI Detroit Downriver,Claimed,,kfc-lincoln-park,42.2456,-83.1623,Inexpensive,1.0,white-castle-lincoln-park,chicken-man-taylor,mcdonalds-lincoln-park-3,1,"FastFood,ChickenWings",KFC,https://www.yelp.com/biz/kfc-lincoln-park?osq=food
947,,,,Yes,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,MI Detroit Downriver,Unclaimed,,bobs-fruit-market-southgate,42.217542,-83.194242,Moderate,5.0,joe-randazzos-fruit-and-vegetable-market-dearborn-heights,trentwood-farm-market-trenton,bobs-fruit-market-southgate,1,Fruits&Veggies,Bob’s Fruit Market,https://www.yelp.com/biz/bobs-fruit-market-southgate?osq=food
951,,,,Yes,,,,,,Yes,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,MI Detroit Downriver,Unclaimed,,river-qs-pastry-pantry-trenton,42.1412436,-83.1931822,Moderate,5.0,grosse-ile-bakery-grosse-ile,new-delray-baking-company-taylor,caprara-bakery-southgate,1,Bakeries,River-Q’s Pastry Pantry,https://www.yelp.com/biz/river-qs-pastry-pantry-trenton?osq=food
954,,,,Yes,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MI Detroit Downriver,Unclaimed,,general-nutrition-center-woodhaven-commons-trenton,42.1408089,-83.2225497,Moderate,5.0,zerbos-health-foods-supermarket-livonia,natural-food-patch-ferndale,total-health-foods-wyandotte,1,HealthMarkets,General Nutrition Center Woodhaven Commons,https://www.yelp.com/biz/general-nutrition-center-woodhaven-commons-trenton?osq=food
955,,,,Yes,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,Free,MI Detroit Downriver,Unclaimed,,baskin-robbins-allen-park,42.2562118,-83.2142295,Inexpensive,5.0,banana-split-heaven-melvindale,calder-bros-dairy-lincoln-park,bob-jos-frozen-custard-wyandotte,1,IceCream&FrozenYogurt,Baskin Robbins,https://www.yelp.com/biz/baskin-robbins-allen-park?osq=food
956,,,,Yes,,,,,,Yes,,,No,,,,,6:00 am - 12:00 am,,,,,,,,,,6:00 am - 12:00 am,,,,,PrivateLot,6:00 am - 12:00 am,,6:00 am - 12:00 am,No,,6:00 am - 12:00 am,6:00 am - 12:00 am,,6:00 am - 12:00 am,,,MI Detroit Downriver,Unclaimed,,kroger-lincoln-park,42.2548349,-83.1955941,Moderate,3.0,alcamos-market-dearborn,westborn-market-dearborn,zerbos-health-foods-supermarket-livonia,12,Grocery,Kroger,https://www.yelp.com/biz/kroger-lincoln-park?osq=food
957,,,,Yes,,No,,Casual,,Yes,,,,,Yes,,,,,,,No,Yes,,,,No,,,Average,,No,,,,,Yes,No,,,No,,,,MI Detroit Downriver,Unclaimed,,little-caesars-pizza-trenton-5,42.141268,-83.197508,Inexpensive,3.0,dominos-pizza-woodhaven-2,dels-pizzeria-and-restaurant-trenton,riverview-pizza-place-riverview,2,Pizza,Little Caesar’s Pizza,https://www.yelp.com/biz/little-caesars-pizza-trenton-5?osq=food
961,,,,,,,,,,,,,,,,,,6:00 am - 6:00 pm,,,,,,,,,,6:00 am - 4:00 pm,,,,,,6:00 am - 6:00 pm,,6:00 am - 4:00 pm,,,6:00 am - 6:00 pm,6:00 am - 6:00 pm,,6:00 am - 6:00 pm,,,MI Detroit Downriver,Claimed,,grosse-ile-bakery-grosse-ile,42.1298389,-83.142612,Inexpensive,4.0,dearborn-sweets-dearborn,josefs-european-pastry-shop-grosse-pointe,caprara-bakery-southgate,3,Bakeries,Grosse Ile Bakery,https://www.yelp.com/biz/grosse-ile-bakery-grosse-ile?osq=food
962,,,,Yes,,,,,,Yes,,,,,,,,10:00 am - 2:30 am,,,No,Yes,,,,,Yes,10:00 am - 2:30 am,,,,,,10:00 am - 2:30 am,,12:00 pm - 2:30 am,,,10:00 am - 2:30 am,10:00 am - 2:30 am,,10:00 am - 2:30 am,,,MI Detroit Downriver,Unclaimed,,dunleavys-allen-park,42.2595922,-83.2056189,Moderate,4.5,mallies-sports-grill-and-bar-southgate,cloverleaf-bar-southgate,fort-street-brewery-lincoln-park,7,"IrishPub,SportsBars",Dunleavy’s,https://www.yelp.com/biz/dunleavys-allen-park?osq=food
963,,,,Yes,,,,Casual,,,,,Yes,,No,,,10:30 am - 10:00 pm,,,,No,Yes,,,,,10:30 am - 10:00 pm,,,,No,,11:00 am - 10:00 pm,,11:00 am - 10:00 pm,Yes,No,10:30 am - 10:00 pm,10:30 am - 10:00 pm,,10:30 am - 10:00 pm,,No,MI Detroit Downriver,Claimed,,kfc-woodhaven-2,42.1408,-83.2166,,,,,,,,KFC,https://www.yelp.com/biz/kfc-woodhaven-2?osq=food
964,,,,Yes,,,,,,,,,,,,,,10:00 am - 6:00 pm,,,,,,,,,,10:00 am - 6:00 pm,,,,,,Closed,,Closed,,,10:00 am - 6:00 pm,10:00 am - 6:00 pm,,10:00 am - 6:00 pm,,,MI Detroit Downriver,Unclaimed,,keilbasa-joe-wyandotte,42.2040505833867,-83.1676825523529,Inexpensive,5.0,moschecks-meats-and-produce-allen-park,,,1,Butcher,Keilbasa Joe,https://www.yelp.com/biz/keilbasa-joe-wyandotte?osq=food
967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MI Detroit Downriver,Unclaimed,,a-and-m-party-store-taylor,42.227812,-83.243416,,,pinewood-party-store-lincoln-park,luxor-lincoln-park,discount-drinks-etc-wyandotte,,,A & M Party Store,https://www.yelp.com/biz/a-and-m-party-store-taylor?osq=food
969,,No,,Yes,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,MI Detroit Downriver,Unclaimed,,the-corner-store-huron-charter-township,42.151190822,-83.3632610365748,,,,,,,,The Corner Store,https://www.yelp.com/biz/the-corner-store-huron-charter-township?osq=food
970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MI Detroit Downriver,Unclaimed,,brewery-taylor,42.227632,-83.239769,,,motor-city-brewing-works-detroit,atwater-brewery-detroit,liberty-street-brewing-company-plymouth,,,Brewery,https://www.yelp.com/biz/brewery-taylor?osq=food
971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MI Detroit Downriver,Unclaimed,,pure-hot-house-foods-taylor,42.208033,-83.294312,,,,,,,,Pure Hot House Foods,https://www.yelp.com/biz/pure-hot-house-foods-taylor?osq=food
972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MI Detroit Downriver,Unclaimed,,van-horn-market-trenton,42.12597,-83.218543,,,,,,,,Van Horn Market,https://www.yelp.com/biz/van-horn-market-trenton?osq=food
973,,,,Yes,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MI Detroit Downriver,,,walmart-supercenter-taylor-4,42.253548,-83.2662471,Moderate,1.5,blocks-stand-and-greenhouse-romulus,,,2,"Grocery,DepartmentStores",Walmart Supercenter,https://www.yelp.com/biz/walmart-supercenter-taylor-4?osq=food
975,,,,Yes,,No,,Casual,,Yes,,,,,No,,Yes,7:00 am - 4:30 am,,Lunch,,Yes,Yes,,,,No,7:00 am - 2:30 am,,Quiet,,No,,7:00 am - 4:30 am,,7:00 am - 2:30 am,Yes,No,7:00 am - 2:30 am,7:00 am - 2:30 am,No,7:00 am - 2:30 am,Yes,,MI Detroit Downriver,Claimed,,taco-bell-southgate,42.199185,-83.19263,Inexpensive,2.0,wendys-wyandotte,white-castle-southgate,on-the-border-mexican-grill-and-cantina-allen-park-4,12,"Mexican,Tex-Mex,FastFood",Taco Bell,https://www.yelp.com/biz/taco-bell-southgate?osq=food
977,,,,Yes,,,,,,,,,,,No,,,,,,,,Yes,,,,,,,,,,,,,,No,No,,,,,,,MI Detroit Downriver,Unclaimed,,jose-cuervo-smith-terminal-detroit,42.2085798,-83.3575999,,2.0,taqueria-san-jose-waterford-3,carnival-market-pontiac,taqueria-alameda-westland,7,Mexican,Jose Cuervo Smith Terminal,https://www.yelp.com/biz/jose-cuervo-smith-terminal-detroit?osq=food
978,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MI Detroit Downriver,Unclaimed,,south-town-market-southgate,42.208329,-83.200626,,5.0,,,,1,ConvenienceStores,South Town Market,https://www.yelp.com/biz/south-town-market-southgate?osq=food
979,,,,Yes,,,,Casual,,,,,,,Yes,,,,,,,,Yes,,,,No,,,,,No,,,,,Yes,No,,,No,,,,MI Detroit Downriver,Unclaimed,,benitos-pizza-taylor,42.2322722,-83.2684461,Moderate,4.0,joe-renos-pizzeria-dearborn,upper-crust-pizza-taylor,pizza-king-taylor,3,Pizza,Benitos Pizza,https://www.yelp.com/biz/benitos-pizza-taylor?osq=food
981,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MI Detroit Downriver,Unclaimed,,wyandotte-farmers-market-wyandotte,42.2031737,-83.1500517,Moderate,3.0,dearborn-farm-market-dearborn,kurtzhals-farms-brownstown-township,blocks-stand-and-greenhouse-romulus,2,FarmersMarket,Wyandotte Farmers Market,https://www.yelp.com/biz/wyandotte-farmers-market-wyandotte?osq=food
982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MI Detroit Downriver,Unclaimed,,nader-produce-southgate,42.2135117,-83.2052483,,,,,,,,Nader produce,https://www.yelp.com/biz/nader-produce-southgate?osq=food
983,,,,Yes,,,,Casual,,Yes,,,,,No,,Yes,,,,,Yes,Yes,,,,No,,,,,,,,,,Yes,No,,,,,,,MI Detroit Downriver,Unclaimed,,wendys-lincoln-park,42.2242259,-83.1818993,Inexpensive,1.0,cloverleaf-bar-southgate,red-robin-gourmet-burgers-southgate,sonic-drive-in-monroe-9,3,"Burgers,FastFood",Wendy’s,https://www.yelp.com/biz/wendys-lincoln-park?osq=food
988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MI Detroit Downriver,Claimed,,wize-guys-bistro-flat-rock,42.0944785,-83.2911273,,,,,,,,Wize Guys Bistro,https://www.yelp.com/biz/wize-guys-bistro-flat-rock?osq=food
989,,,,Yes,,No,,Casual,,Yes,,,No,,No,,No,6:00 am - 9:00 pm,,,,No,Yes,,,,No,6:00 am - 9:00 pm,,Average,,No,,6:00 am - 9:00 pm,,6:00 am - 9:00 pm,Yes,No,6:00 am - 9:00 pm,6:00 am - 9:00 pm,No,6:00 am - 9:00 pm,,Free,MI Detroit Downriver,Unclaimed,,mcdonalds-detroit-7,42.2264835613706,-83.3484649658203,Inexpensive,1.5,subway-romulus,wendys-romulus-2,basement-burger-bar-canton,10,FastFood,McDonalds,https://www.yelp.com/biz/mcdonalds-detroit-7?osq=food
990,,,,Yes,,,,Casual,,Yes,,,,,Yes,,,,,,,Yes,Yes,,,,No,,,,,,,,,,Yes,No,,,No,,,,MI Detroit Downriver,Unclaimed,,benitos-pizza-rockwood,42.0686171,-83.2501931,Inexpensive,2.0,sammys-pizza-brownstown-charter-township,sammys-pizza-canton,,2,Pizza,Benito’s Pizza,https://www.yelp.com/biz/benitos-pizza-rockwood?osq=food
991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MI Detroit Downriver,Unclaimed,,allan-and-goddard-super-marathon-allen-park,42.2278947,-83.2294239,,,,,,,,Allan & Goddard Super Marathon,https://www.yelp.com/biz/allan-and-goddard-super-marathon-allen-park?osq=food
992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MI Detroit Downriver,Unclaimed,,better-health-and-nutrition-wyandotte,42.204262,-83.16436,,,total-health-foods-wyandotte,,,,,Better Health & Nutrition,https://www.yelp.com/biz/better-health-and-nutrition-wyandotte?osq=food
995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MI Detroit Downriver,Unclaimed,,seaway-marketplace-taylor,42.2347196,-83.2715079,,,,,,,,Seaway Marketplace,https://www.yelp.com/biz/seaway-marketplace-taylor?osq=food
997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MI Detroit Downriver,Unclaimed,,hamilton-quality-convenience-foods-romulus,42.2598307,-83.3295739,,,,,,,,Hamilton Quality Convenience Foods,https://www.yelp.com/biz/hamilton-quality-convenience-foods-romulus?osq=food
998,,,,,,,,,,,,,,,,,,10:00 am - 9:00 pm,,,,,,,,,,10:00 am - 8:00 pm,,,,,,10:00 am - 9:00 pm,,10:00 am - 8:00 pm,,,10:00 am - 9:00 pm,10:00 am - 8:00 pm,,10:00 am - 9:00 pm,,,MI Detroit Downriver,Unclaimed,,las-palmas-market-lincoln-park,42.227420028754,-83.1804788857698,,,,,,,,Las Palmas Market,https://www.yelp.com/biz/las-palmas-market-lincoln-park?osq=food
1000,,,,Yes,,,,Casual,,,,,,,No,,No,,,,,Yes,Yes,,,,,,,,,,,,,,Yes,No,,,,,,,MI Detroit Downriver,Unclaimed,,subway-lincoln-park-3,42.2416827,-83.1795797,Inexpensive,2.5,the-original-philips-restaurant-taylor,teds-coney-island-allen-park,qdoba-mexican-eats-allen-park,2,"Sandwiches,FastFood",Subway,https://www.yelp.com/biz/subway-lincoln-park-3?osq=food
1001,,,,Yes,,No,,Casual,,No,,,No,,No,,Yes,,,,,No,Yes,,,,No,,,VeryLoud,,No,,,,,Yes,No,,,No,,,Free,MI Detroit Downriver,Unclaimed,,mcdonalds-brownstown-charter-township,42.094933963659,-83.2362750500523,Inexpensive,1.5,wendys-woodhaven,,,7,"FastFood,Burgers",Mcdonalds,https://www.yelp.com/biz/mcdonalds-brownstown-charter-township?osq=food
1004,,,,,,,,,,,,,,,,,,11:00 am - 10:00 pm,,,,,,,,,,2:00 pm - 10:00 pm,,,,,,11:00 am - 10:00 pm,,2:00 pm - 10:00 pm,,,11:00 am - 10:00 pm,2:00 pm - 10:00 pm,,2:00 pm - 10:00 pm,,,MI Detroit Downriver,Unclaimed,,howsa-bouta-pizza-rockwood,42.0682199,-83.251039,,4.0,michaels-on-the-river-flat-rock,marcos-pizza-rockwood,riverview-pizza-place-riverview,2,Pizza,Howsa Bouta Pizza,https://www.yelp.com/biz/howsa-bouta-pizza-rockwood?osq=food
1005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MI Detroit Downriver,Unclaimed,,liquor-station-wyandotte,42.1705436,-83.1807608,,,,,,,,Liquor Station,https://www.yelp.com/biz/liquor-station-wyandotte?osq=food
1006,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MI Detroit Downriver,Unclaimed,,birds-big-punkns-romulus,42.181439,-83.417964,Inexpensive,4.5,dexter-cider-mill-dexter,plymouth-orchards-and-cider-mill-plymouth,erwin-orchards-south-lyon,3,FarmersMarket,Bird’s Big Punk’ns,https://www.yelp.com/biz/birds-big-punkns-romulus?osq=food
1007,,,,Yes,,,,,,,,,Yes,,Yes,,,10:00 am - 11:00 pm,,,,,,,,,,10:00 am - 10:00 pm,,,,,,10:00 am - 11:00 pm,,12:00 pm - 10:00 pm,Yes,,10:00 am - 10:00 pm,10:00 am - 10:00 pm,,10:00 am - 10:00 pm,,,MI Detroit Downriver,Claimed,,papa-romanos-allen-park-3,42.2438488,-83.2211415,,3.0,mancinos-pizza-and-grinders-of-taylor-taylor,renos-pizzeria-allen-park,sportmans-pizzeria-wyandotte,2,"Pizza,Italian",Papa Romanos,https://www.yelp.com/biz/papa-romanos-allen-park-3?osq=food
1008,,No,,No,,No,,Formal(JacketRequired),,No,,,No,,Yes,,,,,,,No,Yes,,,,No,,,VeryLoud,,No,,,,,Yes,No,,,No,,,No,MI Detroit Downriver,Unclaimed,,happys-pizza-taylor-2,42.2558367,-83.2563158,Highend,2.5,joe-renos-pizzeria-dearborn,pizza-king-taylor,rosie-ds-pizza-dearborn-heights,5,Pizza,Happy’s Pizza,https://www.yelp.com/biz/happys-pizza-taylor-2?osq=food
1009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MI Detroit Downriver,Claimed,,bens-soft-pretzels-flat-rock,42.1107046,-83.2894381,,,,,,,,Ben’s Soft Pretzels,https://www.yelp.com/biz/bens-soft-pretzels-flat-rock?osq=food
1010,,,,Yes,,No,,Casual,,Yes,,,Yes,,Yes,,,,,,,Yes,Yes,,,,No,,,Quiet,,No,,,,,Yes,No,,,No,,,No,MI Detroit Downriver,Claimed,,benitos-pizza-new-boston,42.115184,-83.398711,Inexpensive,3.0,hungry-howies-pizza-flat-rock-2,tiffanys-pizza-flat-rock,dominos-pizza-woodhaven-2,7,Pizza,Benito’s Pizza,https://www.yelp.com/biz/benitos-pizza-new-boston?osq=food
1011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MI Detroit Downriver,Claimed,,fiorellis-restaurant-collection-flat-rock,42.0942332,-83.291329,,,,,,,,Fiorelli’s Restaurant Collection,https://www.yelp.com/biz/fiorellis-restaurant-collection-flat-rock?osq=food
1014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MI Detroit Downriver,Unclaimed,,patel-hirendra-taylor,42.193787,-83.277856,,,baldos-restaurant-brownstown,moros-dining-allen-park,sibley-gardens-trenton,,,Patel Hirendra,https://www.yelp.com/biz/patel-hirendra-taylor?osq=food
1015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MI Detroit Downriver,,,taco-bell-detroit-12,42.2253803,-83.3415334,,,t-and-t-nails-detroit,hashbrowns-cafe-detroit,,,,Taco Bell,https://www.yelp.com/biz/taco-bell-detroit-12?osq=food
1016,,,,Yes,,,,,,Yes,,,,,,,,5:00 am - 12:00 am,,,,,,,,,,5:00 am - 12:00 am,,,,,,5:00 am - 12:00 am,,5:00 am - 12:00 am,Yes,,5:00 am - 12:00 am,5:00 am - 12:00 am,,5:00 am - 12:00 am,,Free,MI Detroit Downriver,Unclaimed,,cold-stone-creamery-wyandotte,42.2062357,-83.1488839,Moderate,3.5,calder-bros-dairy-lincoln-park,bob-jos-frozen-custard-wyandotte,strohs-ice-cream-parlour-wyandotte,6,IceCream&FrozenYogurt,Cold Stone Creamery,https://www.yelp.com/biz/cold-stone-creamery-wyandotte?osq=food
1018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,No,MI Detroit Downriver,Unclaimed,,banana-split-heaven-melvindale,42.278955,-83.190458,Inexpensive,4.0,calder-bros-dairy-lincoln-park,bob-jos-frozen-custard-wyandotte,heres-the-scoop-taylor,1,IceCream&FrozenYogurt,Banana Split Heaven,https://www.yelp.com/biz/banana-split-heaven-melvindale?osq=food
1021,,,,Yes,,,,,,Yes,,,,,,No,,8:00 am - 10:00 pm,,,,,,,,,,8:00 am - 10:00 pm,,,,,,8:00 am - 10:00 pm,,8:00 am - 10:00 pm,,,8:00 am - 10:00 pm,8:00 am - 10:00 pm,,8:00 am - 10:00 pm,,,MI Detroit Downriver,Claimed,,rite-aid-allen-park,42.258055,-83.205474,Moderate,2.5,cvs-pharmacy-dearborn-2,cvs-pharmacy-allen-park,university-village-market-detroit-2,2,"Drugstores,ConvenienceStores",Rite Aid,https://www.yelp.com/biz/rite-aid-allen-park?osq=food
1022,,,,Yes,,,,,,No,,,,,,,,8:00 am - 9:00 pm,,,,,,,,,,8:00 am - 9:00 pm,,,,No,,8:00 am - 9:00 pm,,8:00 am - 9:00 pm,Yes,,8:00 am - 9:00 pm,8:00 am - 9:00 pm,,8:00 am - 9:00 pm,,,MI Detroit Downriver,Unclaimed,,starbucks-taylor-3,42.2002262935937,-83.2555845992399,Inexpensive,4.5,,,,2,Coffee&Tea,Starbucks,https://www.yelp.com/biz/starbucks-taylor-3?osq=food
