City,State,total_business
TOUGHKENAMON,PA,1208
UNIONVILLE,PA,386
WAGONTOWN,PA,37
WEST CHESTER,PA,1701
WEST GROVE,PA,14
WESTTOWN,PA,1959
SOUTHEASTERN,PA,832
NORRISTOWN,PA,3361
BRIDGEPORT,PA,5878
KING OF PRUSSIA,PA,4449
AUDUBON,PA,2555
EAGLEVILLE,PA,2580
FAIRVIEW VILLAGE,PA,2738
ARCOLA,PA,127
BIRCHRUNVILLE,PA,18
BLUE BELL,PA,3749
CEDARS,PA,12363
CHESTER SPRINGS,PA,1226
COLLEGEVILLE,PA,123
CONSHOHOCKEN,PA,1375
CREAMERY,PA,17
DEVAULT,PA,492
FREDERICK,PA,825
GWYNEDD,PA,216
GWYNEDD VALLEY,PA,3438
HARLEYSVILLE,PA,308
HATFIELD,PA,180
KIMBERTON,PA,1603
KULPSVILLE,PA,1970
LAFAYETTE HILL,PA,7676
LANSDALE,PA,2257
LEDERACH,PA,86
MAINLAND,PA,116
MONT CLARE,PA,27
NORTH WALES,PA,234
OAKS,PA,2387
PARKER FORD,PA,424
PHOENIXVILLE,PA,394
PLYMOUTH MEETING,PA,5247
POTTSTOWN,PA,784
POTTSTOWN,PA,784
ROYERSFORD,PA,1686
SAINT PETERS,PA,910
SASSAMANSVILLE,PA,629
SCHWENKSVILLE,PA,1464
SKIPPACK,PA,1924
SPRING CITY,PA,1641
SPRING HOUSE,PA,3537
SPRING MOUNT,PA,1379
UWCHLAND,PA,24
VALLEY FORGE,PA,2647
VALLEY FORGE,PA,2647
WEST POINT,PA,2582
WORCESTER,PA,2378
ZIEGLERVILLE,PA,21
ADAMSTOWN,PA,805
BALLY,PA,600
BARTO,PA,17
BECHTELSVILLE,PA,36
BERNVILLE,PA,26
BETHEL,PA,11
BIRDSBORO,PA,895
BLANDON,PA,764
BOWERS,PA,51
BOYERTOWN,PA,54
CENTERPORT,PA,81
DOUGLASSVILLE,PA,821
EARLVILLE,PA,753
ELVERSON,PA,27
FLEETWOOD,PA,20
GEIGERTOWN,PA,2882
GILBERTSVILLE,PA,638
HAMBURG,PA,63
KEMPTON,PA,177
KUTZTOWN,PA,49
LEESPORT,PA,28
LENHARTSVILLE,PA,214
LIMEKILN,PA,3381
LYON STATION,PA,671
MAXATAWNY,PA,19
MERTZTOWN,PA,20
MOHNTON,PA,77
MOHRSVILLE,PA,21
MONOCACY STATION,PA,851
MORGANTOWN,PA,27
MOUNT AETNA,PA,221
NEW BERLINVILLE,PA,83
OLEY,PA,99
PINE FORGE,PA,111
PORT CLINTON,PA,264
REHRERSBURG,PA,211
ROBESONIA,PA,18
SHARTLESVILLE,PA,9
SHOEMAKERSVILLE,PA,434
STRAUSSTOWN,PA,226
TEMPLE,PA,39
TOPTON,PA,532
VIRGINVILLE,PA,313
WERNERSVILLE,PA,34
WOMELSDORF,PA,20
READING,PA,751
BEAR,DE,1377
NEWARK,DE,1436
CLAYMONT,DE,184
DELAWARE CITY,DE,1015
HOCKESSIN,DE,1613
KIRKWOOD,DE,2663
MIDDLETOWN,DE,312
MONTCHANIN,DE,720
NEW CASTLE,DE,533
ODESSA,DE,322
PORT PENN,DE,517
ROCKLAND,DE,176
SAINT GEORGES,DE,915
TOWNSEND,DE,13
WINTERTHUR,DE,703
YORKLYN,DE,109
WILMINGTON,DE,1971
DOVER,DE,326
DOVER AFB,DE,276
BETHANY BEACH,DE,454
BETHEL,DE,136
BRIDGEVILLE,DE,38
CAMDEN WYOMING,DE,15
CHESWOLD,DE,320
CLAYTON,DE,301
DAGSBORO,DE,28
DELMAR,DE,91
ELLENDALE,DE,211
FELTON,DE,277
FENWICK ISLAND,DE,710
FRANKFORD,DE,513
FREDERICA,DE,275
GEORGETOWN,DE,42
GREENWOOD,DE,21
HARBESON,DE,369
HARRINGTON,DE,27
HARTLY,DE,662
HOUSTON,DE,92
KENTON,DE,332
LAUREL,DE,25
LEWES,DE,424
LINCOLN,DE,11
LITTLE CREEK,DE,205
MAGNOLIA,DE,102
MILFORD,DE,74
MARYDEL,DE,116
MILLSBORO,DE,61
MILLVILLE,DE,458
MILTON,DE,19
NASSAU,DE,454
OCEAN VIEW,DE,453
REHOBOTH BEACH,DE,446
DEWEY BEACH,DE,508
SEAFORD,DE,58
SELBYVILLE,DE,1538
SMYRNA,DE,74
VIOLA,DE,53
WOODSIDE,DE,344
WASHINGTON,DC,9954
DULLES,VA,2669
ALDIE,VA,38
AMISSVILLE,VA,149
MANASSAS,VA,1968
MANASSAS,VA,1968
MANASSAS,VA,1968
MARSHALL,VA,264
MIDDLEBURG,VA,44
CATLETT,VA,778
CENTREVILLE,VA,2646
CLIFTON,VA,3186
ORLEAN,VA,210
PAEONIAN SPRINGS,VA,807
PARIS,VA,164
PHILOMONT,VA,18082
PURCELLVILLE,VA,566
BLUEMONT,VA,221
BRISTOW,VA,1236
BROAD RUN,VA,627
CALVERTON,VA,554
CASANOVA,VA,458
RECTORTOWN,VA,152
ROUND HILL,VA,285
CATHARPIN,VA,1799
DELAPLANE,VA,141
ASHBURN,VA,1826
CHANTILLY,VA,2929
CHANTILLY,VA,2929
GAINESVILLE,VA,1271
HAMILTON,VA,201
LINCOLN,VA,85
STERLING,VA,2717
HAYMARKET,VA,4565
HERNDON,VA,547
LEESBURG,VA,5933
LOVETTSVILLE,VA,32
NOKESVILLE,VA,177
UPPERVILLE,VA,231
WARRENTON,VA,393
RESTON,VA,3877
WATERFORD,VA,735
THE PLAINS,VA,436
NAVAL ANACOST ANNEX,DC,15869
WASHINGTON NAVY YARD,DC,2476
DHS,MD,24958
DHS,VA,2364
WALDORF,MD,861
ABELL,MD,73
ACCOKEEK,MD,2035
AQUASCO,MD,411
AVENUE,MD,90
BARSTOW,MD,69
BEL ALTON,MD,277
BENEDICT,MD,179
BRANDYWINE,MD,327
BROOMES ISLAND,MD,312
BRYANS ROAD,MD,1479
BRYANTOWN,MD,414
BUSHWOOD,MD,105
CALIFORNIA,MD,259
CALLAWAY,MD,15
CHAPTICO,MD,887
CHARLOTTE HALL,MD,336
CHELTENHAM,MD,1669
CLEMENTS,MD,102
COBB ISLAND,MD,7
COLTONS POINT,MD,79
COMPTON,MD,16
DAMERON,MD,142
DOWELL,MD,12
DRAYDEN,MD,212
FAULKNER,MD,169
GREAT MILLS,MD,263
HELEN,MD,887
HOLLYWOOD,MD,312
HUGHESVILLE,MD,443
HUNTINGTOWN,MD,86
INDIAN HEAD,MD,39
IRONSIDES,MD,18556
ISSUE,MD,93
LA PLATA,MD,421
LEONARDTOWN,MD,57
LEXINGTON PARK,MD,254
LOVEVILLE,MD,208
LUSBY,MD,244
MARBURY,MD,40
MECHANICSVILLE,MD,200
MORGANZA,MD,873
MOUNT VICTORIA,MD,136
NANJEMOY,MD,30
NEWBURG,MD,151
PARK HALL,MD,22
PATUXENT RIVER,MD,217
PINEY POINT,MD,169
POMFRET,MD,588
PORT REPUBLIC,MD,11
PORT TOBACCO,MD,64
PRINCE FREDERICK,MD,170
RIDGE,MD,77
ROCK POINT,MD,5
SAINT INIGOES,MD,147
SAINT LEONARD,MD,165
SAINT MARYS CITY,MD,208
SCOTLAND,MD,37
SOLOMONS,MD,254
SUNDERLAND,MD,17
TALL TIMBERS,MD,208
VALLEY LEE,MD,229
WELCOME,MD,336
WHITE PLAINS,MD,630
SOUTHERN MD FACILITY,MD,45
ANNAPOLIS JUNCTION,MD,3062
LANHAM,MD,965
BELTSVILLE,MD,7498
LAUREL,MD,3340
BLADENSBURG,MD,8922
LOTHIAN,MD,871
MOUNT RAINIER,MD,296
NORTH BEACH,MD,186
BOWIE,MD,2166
BRENTWOOD,MD,9301
LAUREL,MD,3340
LAUREL,MD,3340
CAPITOL HEIGHTS,MD,8258
CHESAPEAKE BEACH,MD,40
CHURCHTON,MD,14
CLINTON,MD,5753
OWINGS,MD,216
RIVERDALE,MD,8774
COLLEGE PARK,MD,8248
FORT WASHINGTON,MD,12718
OXON HILL,MD,7900
SUITLAND,MD,8016
DISTRICT HEIGHTS,MD,359
TEMPLE HILLS,MD,7556
DEALE,MD,267
DUNKIRK,MD,261
FORT GEORGE G MEADE,MD,2777
FRIENDSHIP,MD,211
FULTON,MD,2772
ANDREWS AIR FORCE BASE,MD,6135
SAVAGE,MD,2988
SHADY SIDE,MD,684
GALESVILLE,MD,22
GREENBELT,MD,7399
GLENN DALE,MD,3999
UPPER MARLBORO,MD,80
HARWOOD,MD,174
HIGHLAND,MD,2509
WEST RIVER,MD,117
TRACYS LANDING,MD,23
HYATTSVILLE,MD,8957
JESSUP,MD,960
BETHESDA,MD,9581
GLEN ECHO,MD,9585
CHEVY CHASE,MD,9660
CABIN JOHN,MD,9389
OLNEY,MD,3030
BROOKEVILLE,MD,45
POOLESVILLE,MD,1298
BARNESVILLE,MD,1198
BEALLSVILLE,MD,10290
BOYDS,MD,442
DICKERSON,MD,827
ROCKVILLE,MD,4582
POTOMAC,MD,8027
DERWOOD,MD,1396
SANDY SPRING,MD,66
ASHTON,MD,10
BRINKLOW,MD,106
BURTONSVILLE,MD,3490
SPENCERVILLE,MD,3737
CLARKSBURG,MD,1232
DAMASCUS,MD,940
GERMANTOWN,MD,2071
GAITHERSBURG,MD,2638
WASHINGTON GROVE,MD,2822
MONTGOMERY VILLAGE,MD,2174
KENSINGTON,MD,2160
GARRETT PARK,MD,8386
SUBURB MARYLAND FAC,MD,24958
SILVER SPRING,MD,9565
TAKOMA PARK,MD,9326
ABERDEEN,MD,507
ABERDEEN PROVING GROUND,MD,362
ABINGDON,MD,829
GUNPOWDER,MD,1852
ARNOLD,MD,1375
BALDWIN,MD,17
BEL AIR,MD,285
BELCAMP,MD,611
BENSON,MD,50
BORING,MD,918
BROOKLANDVILLE,MD,965
BUTLER,MD,1053
CHASE,MD,339
CHURCHVILLE,MD,592
CLARKSVILLE,MD,80
COCKEYSVILLE,MD,2206
HUNT VALLEY,MD,166
CROWNSVILLE,MD,1753
DARLINGTON,MD,450
DAVIDSONVILLE,MD,38
DAYTON,MD,77
EDGEWATER,MD,1052
EDGEWOOD,MD,933
ELLICOTT CITY,MD,3100
COLUMBIA,MD,2443
FALLSTON,MD,1137
FINKSBURG,MD,866
FOREST HILL,MD,450
FORK,MD,2032
FORT HOWARD,MD,44
FREELAND,MD,16
GAMBRILLS,MD,2394
GIBSON ISLAND,MD,37
GLEN ARM,MD,370
GLEN BURNIE,MD,3900
GLYNDON,MD,1561
HAMPSTEAD,MD,56
ELKRIDGE,MD,4546
HANOVER,MD,1019
HARMANS,MD,263
HAVRE DE GRACE,MD,148
HYDES,MD,1949
JARRETTSVILLE,MD,526
JOPPA,MD,1334
KINGSVILLE,MD,2238
LINEBORO,MD,422
LINTHICUM HEIGHTS,MD,4852
LONG GREEN,MD,2183
LUTHERVILLE TIMONIUM,MD,3996
MANCHESTER,MD,320
MARRIOTTSVILLE,MD,1456
MARYLAND LINE,MD,19
MAYO,MD,795
MILLERSVILLE,MD,2381
MONKTON,MD,50
ODENTON,MD,2667
CROFTON,MD,2195
OWINGS MILLS,MD,3477
PARKTON,MD,232
PASADENA,MD,1900
PERRY HALL,MD,3797
PERRYMAN,MD,545
PHOENIX,MD,83
PYLESVILLE,MD,180
RANDALLSTOWN,MD,3676
REISTERSTOWN,MD,1592
RIDERWOOD,MD,4403
RIVA,MD,1158
SEVERN,MD,4073
SEVERNA PARK,MD,1846
SIMPSONVILLE,MD,2463
SPARKS GLENCOE,MD,938
STEVENSON,MD,948
STREET,MD,277
UPPERCO,MD,21
UPPER FALLS,MD,57
WESTMINSTER,MD,334
WHITEFORD,MD,128
WHITE HALL,MD,295
WHITE MARSH,MD,3585
WOODSTOCK,MD,1858
BALTIMORE,MD,4970
TOWSON,MD,4354
GWYNN OAK,MD,4832
PIKESVILLE,MD,4193
SPARROWS POINT,MD,532
MIDDLE RIVER,MD,3548
ESSEX,MD,1013
DUNDALK,MD,4243
BROOKLYN,MD,242
CURTIS BAY,MD,185
HALETHORPE,MD,317
CATONSVILLE,MD,4878
PARKVILLE,MD,4182
NOTTINGHAM,MD,3725
ROSEDALE,MD,4156
BALTIMORE,MD,4969
WINDSOR MILL,MD,274
BALTIMORE,MD,4970
ANNAPOLIS,MD,1103
CUMBERLAND,MD,155
ACCIDENT,MD,79
BARTON,MD,7
BITTINGER,MD,89
BLOOMINGTON,MD,19
CORRIGANVILLE,MD,259
ECKHART MINES,MD,8
ELLERSLIE,MD,152
FLINTSTONE,MD,71
FRIENDSVILLE,MD,18
FROSTBURG,MD,77
GRANTSVILLE,MD,18
KITZMILLER,MD,261
LONACONING,MD,121
LUKE,MD,20
MC HENRY,MD,102
MIDLAND,MD,172
MIDLOTHIAN,MD,36
MOUNT SAVAGE,MD,17
OAKLAND,MD,34
OLDTOWN,MD,285
PINTO,MD,250
RAWLINGS,MD,170
SPRING GAP,MD,129
SWANTON,MD,82
WESTERNPORT,MD,42
EASTON,MD,120
BARCLAY,MD,184
BETHLEHEM,MD,169
BETTERTON,MD,174
BOZMAN,MD,40
CAMBRIDGE,MD,86
CENTREVILLE,MD,34
CHESTER,MD,305
CHESTERTOWN,MD,52
CHURCH CREEK,MD,74
CHURCH HILL,MD,97
CLAIBORNE,MD,236
CORDOVA,MD,501
CRAPO,MD,3029
CROCHERON,MD,1777
CRUMPTON,MD,81
DENTON,MD,25
EAST NEW MARKET,MD,95
FEDERALSBURG,MD,9
FISHING CREEK,MD,12
GALENA,MD,18
GOLDSBORO,MD,712
GRASONVILLE,MD,76
GREENSBORO,MD,42
HENDERSON,MD,67
HILLSBORO,MD,174
HURLOCK,MD,20
INGLESIDE,MD,84
KENNEDYVILLE,MD,16
MCDANIEL,MD,210
MADISON,MD,73
MARYDEL,MD,116
MASSEY,MD,139
MILLINGTON,MD,787
NEAVITT,MD,98
NEWCOMB,MD,1076
OXFORD,MD,12
PRESTON,MD,593
PRICE,MD,96
QUEEN ANNE,MD,180
QUEENSTOWN,MD,47
RHODESDALE,MD,39
RIDGELY,MD,30
ROCK HALL,MD,21
ROYAL OAK,MD,1061
SAINT MICHAELS,MD,52
SECRETARY,MD,104
SHERWOOD,MD,91
STEVENSVILLE,MD,426
STILL POND,MD,1273
SUDLERSVILLE,MD,40
TAYLORS ISLAND,MD,77
TEMPLEVILLE,MD,68
TILGHMAN,MD,12
TODDVILLE,MD,2271
TRAPPE,MD,433
WINGATE,MD,2319
WITTMAN,MD,99
WOOLFORD,MD,73
WORTON,MD,87
WYE MILLS,MD,159
CHESTERTOWN,MD,52
FREDERICK,MD,628
ADAMSTOWN,MD,147
BIG POOL,MD,18
BOONSBORO,MD,47
BRADDOCK HEIGHTS,MD,640
BROWNSVILLE,MD,325
BRUNSWICK,MD,393
BUCKEYSTOWN,MD,834
BURKITTSVILLE,MD,68
CASCADE,MD,232
CAVETOWN,MD,479
CHEWSVILLE,MD,462
CLEAR SPRING,MD,10
COOKSVILLE,MD,93
EMMITSBURG,MD,22
FAIRPLAY,MD,460
FUNKSTOWN,MD,450
GLENELG,MD,1408
GLENWOOD,MD,1058
HAGERSTOWN,MD,479
HANCOCK,MD,45
IJAMSVILLE,MD,3598
JEFFERSON,MD,169
KEEDYSVILLE,MD,23
KEYMAR,MD,225
KNOXVILLE,MD,43
LADIESBURG,MD,334
LIBERTYTOWN,MD,632
LISBON,MD,52
LITTLE ORLEANS,MD,57
MAUGANSVILLE,MD,463
MIDDLETOWN,MD,121
MONROVIA,MD,99
MOUNT AIRY,MD,335
MYERSVILLE,MD,16
NEW MARKET,MD,102
NEW MIDWAY,MD,448
NEW WINDSOR,MD,287
POINT OF ROCKS,MD,672
ROCKY RIDGE,MD,187
ROHRERSVILLE,MD,307
SABILLASVILLE,MD,57
SAINT JAMES,MD,489
SHARPSBURG,MD,69
SMITHSBURG,MD,19
SYKESVILLE,MD,95
TANEYTOWN,MD,19
THURMONT,MD,47
TUSCARORA,MD,724
UNION BRIDGE,MD,232
UNIONVILLE,MD,2454
WALKERSVILLE,MD,341
WEST FRIENDSHIP,MD,1386
WILLIAMSPORT,MD,46
WOODBINE,MD,95
WOODSBORO,MD,591
SALISBURY,MD,281
ALLEN,MD,260
BERLIN,MD,93
BISHOPVILLE,MD,20
BIVALVE,MD,24
CRISFIELD,MD,19
DEAL ISLAND,MD,354
EDEN,MD,261
EWELL,MD,149
FRUITLAND,MD,279
GIRDLETREE,MD,69
HEBRON,MD,286
LINKWOOD,MD,90
MANOKIN,MD,156
MARDELA SPRINGS,MD,11
MARION STATION,MD,33
NANTICOKE,MD,421
NEWARK,MD,206
OCEAN CITY,MD,683
PARSONSBURG,MD,272
PITTSVILLE,MD,311
POCOMOKE CITY,MD,27
POWELLVILLE,MD,174
PRINCESS ANNE,MD,16
QUANTICO,MD,277
REHOBETH,MD,66
SHARPTOWN,MD,163
SHOWELL,MD,118
SNOW HILL,MD,11
STOCKTON,MD,97
TYASKIN,MD,24
TYLERTON,MD,25
UPPER FAIRMOUNT,MD,36
VIENNA,MD,626
WESTOVER,MD,403
WHALEYVILLE,MD,9
WILLARDS,MD,8
DELMAR,MD,91
NORTH EAST,MD,80
PERRY POINT,MD,306
PERRYVILLE,MD,314
PORT DEPOSIT,MD,95
RISING SUN,MD,25
WARWICK,MD,21
CECILTON,MD,158
CHARLESTOWN,MD,334
CHESAPEAKE CITY,MD,735
CHILDS,MD,2527
COLORA,MD,51
CONOWINGO,MD,44
EARLEVILLE,MD,174
ELK MILLS,MD,34
ELKTON,MD,883
GEORGETOWN,MD,8
ANNANDALE,VA,8947
BURKE,VA,4655
DUMFRIES,VA,894
DUNN LORING,VA,8894
FAIRFAX,VA,4399
FAIRFAX,VA,4399
FAIRFAX STATION,VA,3879
FALLS CHURCH,VA,9550
FALLS CHURCH,VA,9550
FORT BELVOIR,VA,3988
GREAT FALLS,VA,5146
GREENWAY,VA,8390
LORTON,VA,3464
MERRIFIELD,VA,8039
MC LEAN,VA,9919
WEST MCLEAN,VA,2122
MOUNT VERNON,VA,4579
NEWINGTON,VA,5464
OAKTON,VA,4785
OCCOQUAN,VA,2384
QUANTICO,VA,26
QUANTICO,VA,26
SPRINGFIELD,VA,7770
TRIANGLE,VA,817
VIENNA,VA,735
WOODBRIDGE,VA,2017
ARLINGTON,VA,9756
FORT MYER,VA,2701
ALEXANDRIA,VA,8617
ALEXANDRIA,VA,8618
FREDERICKSBURG,VA,644
FREDERICKSBURG,VA,644
FREDERICKSBURG,VA,644
BOWLING GREEN,VA,14
BROOKE,VA,27
BURGESS,VA,7
BURR HILL,VA,14
CALLAO,VA,8
CARET,VA,51
CENTER CROSS,VA,43
CHAMPLAIN,VA,52
COLES POINT,VA,179
COLONIAL BEACH,VA,95
CORBIN,VA,623
DAHLGREN,VA,63
DOGUE,VA,77
DUNNSVILLE,VA,44
EDWARDSVILLE,VA,29
FARNHAM,VA,27
GARRISONVILLE,VA,72
HAGUE,VA,48
HARTWOOD,VA,711
HAYNESVILLE,VA,59
HEATHSVILLE,VA,9
HUSTLE,VA,32
IRVINGTON,VA,10
JERSEY,VA,71
KILMARNOCK,VA,84
KING GEORGE,VA,82
KINSALE,VA,13
LADYSMITH,VA,14
LANCASTER,VA,38
LANEVIEW,VA,38
LIVELY,VA,69
LOCUST GROVE,VA,40
LORETTO,VA,29
LOTTSBURG,VA,8
MERRY POINT,VA,83
MILFORD,VA,12
MOLLUSK,VA,79
MONTROSS,VA,10
MORATTICO,VA,19
MOUNT HOLLY,VA,49
NINDE,VA,94
NUTTSVILLE,VA,67
OLDHAMS,VA,71
OPHELIA,VA,19
PARTLOW,VA,77
PORT ROYAL,VA,955
RAPPAHANNOCK ACADEMY,VA,368
REEDVILLE,VA,8
RHOADESVILLE,VA,77
ROLLINS FORK,VA,80
RUBY,VA,419
RUTHER GLEN,VA,23
SEALSTON,VA,582
SHARPS,VA,51
SPOTSYLVANIA,VA,618
SPARTA,VA,16
STAFFORD,VA,207
STRATFORD,VA,74
TAPPAHANNOCK,VA,37
THORNBURG,VA,14
UNIONVILLE,VA,58
VILLAGE,VA,31
WARSAW,VA,20
WEEMS,VA,9
SANDY POINT,VA,35
WHITE STONE,VA,10
WICOMICO CHURCH,VA,65
WOODFORD,VA,221
ZACATA,VA,8
WINCHESTER,VA,410
WINCHESTER,VA,410
BENTONVILLE,VA,172
BERRYVILLE,VA,33
BOYCE,VA,81
BRUCETOWN,VA,16
CHESTER GAP,VA,162
CLEAR BROOK,VA,26
CROSS JUNCTION,VA,230
FISHERS HILL,VA,31
FLINT HILL,VA,131
FRONT ROYAL,VA,176
GORE,VA,292
HUME,VA,264
HUNTLY,VA,164
STRASBURG,VA,52
LINDEN,VA,994
MARKHAM,VA,184
MAURERTOWN,VA,12
MIDDLETOWN,VA,12
MILLWOOD,VA,508
MIDDLETOWN,VA,12
RILEYVILLE,VA,183
FORT VALLEY,VA,107
STAR TANNERY,VA,72
STEPHENS CITY,VA,454
STEPHENSON,VA,30
TOMS BROOK,VA,11
WHITE POST,VA,22
WOODSTOCK,VA,60
CULPEPER,VA,113
ARODA,VA,96
BANCO,VA,44
BEALETON,VA,199
BOSTON,VA,532
BRANDY STATION,VA,175
BRIGHTWOOD,VA,111
CASTLETON,VA,163
ELKWOOD,VA,167
ETLAN,VA,76
GOLDVEIN,VA,461
HAYWOOD,VA,45
HOOD,VA,68
JEFFERSONTON,VA,221
LEON,VA,139
LIGNUM,VA,170
MADISON,VA,14
MIDLAND,VA,244
MITCHELLS,VA,152
OAKPARK,VA,165
PRATTS,VA,19
RADIANT,VA,109
RAPIDAN,VA,113
REMINGTON,VA,168
REVA,VA,144
RICHARDSVILLE,VA,145
RIXEYVILLE,VA,248
ROCHELLE,VA,129
SOMERVILLE,VA,215
SPERRYVILLE,VA,18
STEVENSBURG,VA,180
SUMERDUCK,VA,97
SYRIA,VA,45
VIEWTOWN,VA,96
WASHINGTON,VA,34
WOLFTOWN,VA,67
WOODVILLE,VA,13
HARRISONBURG,VA,323
BASYE,VA,41
BERGTON,VA,25
BRIDGEWATER,VA,314
BROADWAY,VA,20
CRIDERS,VA,10
DAYTON,VA,321
EDINBURG,VA,11
ELKTON,VA,31
FULKS RUN,VA,26
HINTON,VA,305
KEEZLETOWN,VA,65
LACEY SPRING,VA,533
LINVILLE,VA,357
LURAY,VA,48
MC GAHEYSVILLE,VA,324
MOUNT CRAWFORD,VA,190
MOUNT JACKSON,VA,27
MOUNT SOLON,VA,114
NEW MARKET,VA,20
ORKNEY SPRINGS,VA,55
PENN LAIRD,VA,14
QUICKSBURG,VA,98
PLEASANT VALLEY,VA,55
SHENANDOAH,VA,83
SINGERS GLEN,VA,304
STANLEY,VA,8
TIMBERVILLE,VA,77
CHARLOTTESVILLE,VA,615
CHARLOTTESVILLE,VA,615
AFTON,VA,25
ARRINGTON,VA,51
BARBOURSVILLE,VA,402
BATESVILLE,VA,144
COVESVILLE,VA,168
CROZET,VA,51
DYKE,VA,135
EARLYSVILLE,VA,37
ESMONT,VA,854
FABER,VA,60
FISHERSVILLE,VA,274
FREE UNION,VA,654
GORDONSVILLE,VA,15
GREENWOOD,VA,170
IVY,VA,626
KEENE,VA,112
KESWICK,VA,13
LOCUST DALE,VA,165
LOVINGSTON,VA,26
LYNDHURST,VA,274
MONTPELIER STATION,VA,106
NELLYSFORD,VA,91
NORTH GARDEN,VA,608
ORANGE,VA,30
PALMYRA,VA,16
PINEY RIVER,VA,54
QUINQUE,VA,28
ROSELAND,VA,58
RUCKERSVILLE,VA,50
SCHUYLER,VA,61
SHIPMAN,VA,15
SOMERSET,VA,105
STANARDSVILLE,VA,35
TROY,VA,41
TYRO,VA,65
WAYNESBORO,VA,301
WHITE HALL,VA,577
WOODBERRY FOREST,VA,74
ACHILLES,VA,349
AMELIA COURT HOUSE,VA,14
ARK,VA,13
ARVONIA,VA,33
ASHLAND,VA,113
AYLETT,VA,20
BARHAMSVILLE,VA,156
BEAUMONT,VA,18
BEAVERDAM,VA,74
BENA,VA,32
BOHANNON,VA,13
BREMO BLUFF,VA,33
BRUINGTON,VA,41
BUMPASS,VA,50
CARDINAL,VA,96
CARTERSVILLE,VA,48
CHARLES CITY,VA,32
CHRISTCHURCH,VA,11
CHURCH VIEW,VA,42
COBBS CREEK,VA,93
COLUMBIA,VA,665
CROZIER,VA,478
CUMBERLAND,VA,157
DELTAVILLE,VA,17
DIGGS,VA,35
DOSWELL,VA,148
DUTTON,VA,97
FORK UNION,VA,38
FOSTER,VA,81
GLEN ALLEN,VA,598
GLOUCESTER,VA,39
GLOUCESTER POINT,VA,564
GOOCHLAND,VA,4767
GRIMSTEAD,VA,25
GUM SPRING,VA,39
GWYNN,VA,44
HADENSVILLE,VA,29
HALLIEFORD,VA,75
HANOVER,VA,15
HARDYVILLE,VA,90
HARTFIELD,VA,107
HAYES,VA,29
HENRICO,VA,1087
HUDGINS,VA,13
JAMAICA,VA,31
JAMESTOWN,VA,1409
JETERSVILLE,VA,28
KENTS STORE,VA,62
KING AND QUEEN COURT HOUSE,VA,26
KING WILLIAM,VA,23
LANEXA,VA,325
LIGHTFOOT,VA,400
LITTLE PLYMOUTH,VA,35
LOCUST HILL,VA,90
LOUISA,VA,31
MAIDENS,VA,19
MANAKIN SABOT,VA,18
MANNBORO,VA,85
MANQUIN,VA,113
MARYUS,VA,349
MASCOT,VA,9
MATHEWS,VA,14
MATTAPONI,VA,15
MECHANICSVILLE,VA,1741
MIDLOTHIAN,VA,1390
MILLERS TAVERN,VA,49
MINERAL,VA,12
MOON,VA,13
MOSELEY,VA,60
NEW CANTON,VA,36
NEW KENT,VA,14
NEW POINT,VA,27
NEWTOWN,VA,5026
NORGE,VA,9
NORTH,VA,95
OILVILLE,VA,320
ONEMO,VA,9
ORDINARY,VA,28
PORT HAYWOOD,VA,70
POWHATAN,VA,23
PROVIDENCE FORGE,VA,51
QUINTON,VA,94
ROCKVILLE,VA,733
RUTHVILLE,VA,52
SAINT STEPHENS CHURCH,VA,42
SALUDA,VA,21
SANDSTON,VA,1516
SANDY HOOK,VA,1261
SCHLEY,VA,109
SEVERN,VA,247
SHACKLEFORDS,VA,57
STATE FARM,VA,198
STEVENSVILLE,VA,5324
STUDLEY,VA,1236
SUSAN,VA,65
TOANO,VA,407
TOPPING,VA,7
TREVILIANS,VA,75
RICHMOND,VA,2496
URBANNA,VA,80
WAKE,VA,7
WALKERTON,VA,12
WARE NECK,VA,127
WATER VIEW,VA,38
WEST POINT,VA,54
WHITE MARSH,VA,10
WICOMICO,VA,33
WILLIAMSBURG,VA,630
WILLIAMSBURG,VA,630
WOODS CROSS ROADS,VA,153
MONTPELIER,VA,12
RICHMOND,VA,2496
RICHMOND,VA,2496
HENRICO,VA,1087
ACCOMAC,VA,40
ASSAWOMAN,VA,75
ATLANTIC,VA,74
BATTERY PARK,VA,11
BELLE HAVEN,VA,8321
BIRDSNEST,VA,27
BLOXOM,VA,10
CAPE CHARLES,VA,502
CAPEVILLE,VA,815
CARROLLTON,VA,54
CARRSVILLE,VA,64
CHERITON,VA,245
CHESAPEAKE,VA,2553
CHINCOTEAGUE ISLAND,VA,88
WALLOPS ISLAND,VA,72
CRADDOCKVILLE,VA,52
DAVIS WHARF,VA,9
EASTVILLE,VA,5100
EXMORE,VA,14
FRANKTOWN,VA,23
GREENBACKVILLE,VA,89
GREENBUSH,VA,49
HACKSNECK,VA,51
HALLWOOD,VA,16
HARBORTON,VA,53
HORNTOWN,VA,94
OAK HALL,VA,10
ISLE OF WIGHT,VA,139
JAMESVILLE,VA,23
JENKINS BRIDGE,VA,55
KELLER,VA,54
LOCUSTVILLE,VA,54
MACHIPONGO,VA,44
MAPPSVILLE,VA,87
MARIONVILLE,VA,23
MEARS,VA,45
MELFA,VA,38
MODEST TOWN,VA,85
NASSAWADOX,VA,23
