AcceptsAndroidPay,AcceptsApplePay,AcceptsBitcoin,AcceptsCreditCards,AgesAllowed,Alcohol,Ambience,Attire,BestNights,BikeParking,ByAppointmentOnly,CannabisProducts,Caters,CoatCheck,Delivery,DogsAllowed,Drive-Thru,Fri,GenderNeutralRestrooms,GoodFor,GoodForDancing,GoodforGroups,GoodforKids,GoodforWorking,HappyHour,HasPoolTable,HasTV,Mon,Music,NoiseLevel,OffersMilitaryDiscount,OutdoorSeating,Parking,Sat,Smoking,Sun,Take-out,TakesReservations,Thu,Tue,WaiterService,Wed,WheelchairAccessible,Wi-Fi,area,claimed status,health inspect,id,latitude,longitude,price,rating,related0,related1,related2,review,tag,title,url
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,MI Detroit Downtown_Detroit,Unclaimed,None,deck-detroit,42.339181,-83.052784,None,None,detroit-beer-company-detroit,dime-store-detroit-4,wright-and-company-detroit-3,None,None,Deck,https://www.yelp.com/biz/deck-detroit?osq=food
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,MI Detroit Downtown_Detroit,Claimed,None,jons-diner-detroit,42.338227,-83.052532,None,None,None,None,None,None,None,Jon’s Diner,https://www.yelp.com/biz/jons-diner-detroit?osq=food
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,MI Detroit Downtown_Detroit,Unclaimed,None,bagley-cafe-detroit,42.3347682,-83.0530634,None,None,bangkok-bistro-troy,ridleys-bakery-cafe-troy,qq-cafe-and-bakery-madison-heights,None,None,Bagley Cafe,https://www.yelp.com/biz/bagley-cafe-detroit?osq=food
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,7:00 am - 12:00 am,None,None,None,None,None,None,None,None,None,Closed,None,None,None,None,None,7:00 am - 12:00 am,None,Closed,None,None,7:00 am - 12:00 am,Closed,None,Closed,None,None,MI Detroit Downtown_Detroit,Unclaimed,None,peggy-days-detroit,42.33493,-83.0493911,None,None,astoria-pastry-shop-detroit,avalon-international-breads-detroit,terris-cakes-detroit-detroit,None,None,Peggy Day’s,https://www.yelp.com/biz/peggy-days-detroit?osq=food
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,8:00 am - 6:00 pm,None,None,None,None,None,None,None,None,None,8:00 am - 4:00 pm,None,None,None,None,None,9:00 am - 6:00 pm,None,9:00 am - 6:00 pm,None,None,8:00 am - 4:00 pm,8:00 am - 4:00 pm,None,8:00 am - 4:00 pm,None,None,MI Detroit Downtown_Detroit,Unclaimed,None,heavenly-chicken-detroit,42.3348101,-83.0433584,None,None,new-center-eatery-detroit,honest-johns-bar-and-grill-detroit,the-hudson-cafe-detroit,None,None,Heavenly Chicken,https://www.yelp.com/biz/heavenly-chicken-detroit?osq=food
None,None,None,Yes,None,None,None,Casual,None,None,None,None,None,None,No,None,None,None,None,None,None,Yes,Yes,None,None,None,No,None,None,None,None,None,None,None,None,None,Yes,No,None,None,None,None,None,None,MI Detroit Downtown_Detroit,Unclaimed,None,zoom-grill-detroit,42.3294776,-83.0491958,1.0,2.5,greenroom-salads-detroit,blue-star-cafe-detroit,gateway-deli-cafe-detroit,11,Restaurants,Zoom Grill,https://www.yelp.com/biz/zoom-grill-detroit?osq=food
None,None,None,Yes,None,None,None,None,None,None,None,None,None,None,Yes,None,None,10:30 am - 6:00 pm,None,None,None,Yes,None,None,None,None,None,10:30 am - 6:00 pm,None,None,None,None,None,10:30 am - 3:00 pm,None,10:30 am - 3:00 pm,Yes,None,10:30 am - 6:00 pm,10:30 am - 6:00 pm,None,10:30 am - 6:00 pm,None,None,MI Detroit Downtown_Detroit,Unclaimed,None,jimmy-johns-detroit-2,42.3332752,-83.0457692,None,2.5,louies-ham-and-corned-beef-detroit,state-deli-and-grocery-detroit,dominos-pizza-detroit-10,7,Sandwiches,Jimmy John’s,https://www.yelp.com/biz/jimmy-johns-detroit-2?osq=food
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,MI Detroit Downtown_Detroit,Unclaimed,None,renaissance-club-detroit-2,42.3295852,-83.039529,None,4.5,the-clique-restaurant-detroit,batch-brewing-company-detroit,sweetwater-tavern-detroit,2,American(New),Renaissance Club,https://www.yelp.com/biz/renaissance-club-detroit-2?osq=food
None,No,None,Yes,None,FullBar,Casual,Casual,"Wed,Fri,Sat",Yes,None,None,Yes,No,Yes,No,None,11:00 am - 12:00 am,None,"Lunch,Dinner",No,Yes,Yes,None,Yes,No,Yes,11:00 am - 12:00 am,None,Average,None,Yes,Street,11:00 am - 12:00 am,No,11:00 am - 11:00 pm,Yes,Yes,11:00 am - 12:00 am,11:00 am - 12:00 am,Yes,11:00 am - 12:00 am,Yes,Free,MI Detroit Downtown_Detroit,Claimed,None,rub-bbq-and-pub-detroit,42.3368112,-83.0513105,2.0,2.5,detroiter-bar-detroit,berts-marketplace-detroit-2,slows-bar-bq-detroit,308,"Barbeque,SportsBars",Rub BBQ and Pub,https://www.yelp.com/biz/rub-bbq-and-pub-detroit?osq=food
None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Yes,None,MI Detroit Downtown_Detroit,Unclaimed,None,tunnel-liquor-shoppe-detroit,42.3305356,-83.0416841,2.0,3.5,happy-four-party-store-detroit,broadway-stop-and-shop-detroit,cost-plus-wine-detroit,4,"Beer,Wine&Spirits",Tunnel Liquor Shoppe,https://www.yelp.com/biz/tunnel-liquor-shoppe-detroit?osq=food
None,None,None,Yes,None,None,None,Casual,None,None,None,None,Yes,None,Yes,None,None,None,None,None,None,None,Yes,None,None,None,No,None,None,None,None,No,None,None,None,None,Yes,No,None,None,No,None,No,None,MI Detroit Downtown_Detroit,Claimed,None,dominos-pizza-detroit-10,42.3319399,-83.0448837,2.0,3.0,sicilys-pizzeria-and-subs-detroit,nikis-pizza-detroit,pizzapapalis-detroit,3,"Pizza,ChickenWings,Sandwiches",Domino’s Pizza,https://www.yelp.com/biz/dominos-pizza-detroit-10?osq=food
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,MI Detroit Downtown_Detroit,Unclaimed,None,state-bardba-clear-channel-ent-detroit,42.337694,-83.0519512,None,None,vicentes-cuban-cuisine-detroit,downtown-louies-lounge-detroit,wright-and-company-detroit-3,None,None,State Bardba Clear Channel Ent,https://www.yelp.com/biz/state-bardba-clear-channel-ent-detroit?osq=food
None,None,None,None,None,FullBar,None,Casual,None,None,None,None,None,None,No,None,None,None,None,"Lunch,Dinner",None,Yes,Yes,None,None,None,None,None,None,None,None,No,None,None,None,None,Yes,No,None,None,Yes,None,Yes,None,MI Detroit Downtown_Detroit,Unclaimed,None,river-cafe-detroit,42.3288312,-83.0389583,2.0,2.5,sweetwater-tavern-detroit,harbor-house-detroit,blue-star-cafe-detroit,4,American(Traditional),River Cafe,https://www.yelp.com/biz/river-cafe-detroit?osq=food
None,No,No,Yes,None,None,None,None,None,Yes,None,None,None,None,None,Yes,None,7:00 am - 7:30 pm,None,None,None,None,None,None,None,None,None,7:00 am - 7:30 pm,None,None,None,None,"Garage,Street",11:00 am - 7:30 pm,None,Closed,Yes,None,7:00 am - 7:30 pm,7:00 am - 7:30 pm,None,7:00 am - 7:30 pm,Yes,None,MI Detroit Downtown_Detroit,Claimed,None,calumet-market-and-spirits-detroit,42.3288312,-83.0389583,2.0,3.0,broadway-stop-and-shop-detroit,tunnel-liquor-shoppe-detroit,joes-liquor-and-wine-shoppe-inc-detroit,5,"Beer,Wine&Spirits,ConvenienceStores,SouvenirShops",Calumet Market & Spirits,https://www.yelp.com/biz/calumet-market-and-spirits-detroit?osq=food
None,None,None,Yes,None,None,None,Casual,None,None,None,None,None,None,No,None,None,None,None,None,None,None,Yes,None,None,None,None,None,None,Average,None,None,None,None,None,None,Yes,No,None,None,None,None,None,None,MI Detroit Downtown_Detroit,Unclaimed,None,subway-detroit-46,42.329256,-83.048597,None,2.0,mimis-bistro-grosse-pointe-park-3,the-manchester-windsor,earl-of-sandwich-detroit-4,3,"Sandwiches,FastFood",Subway,https://www.yelp.com/biz/subway-detroit-46?osq=food
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,MI Detroit Downtown_Detroit,Unclaimed,None,brett-favre-steakhouse-detroit,42.3314,-83.0458,None,5.0,None,None,None,1,Food,brett favre steakhouse,https://www.yelp.com/biz/brett-favre-steakhouse-detroit?osq=food
None,No,No,Yes,None,None,None,None,None,Yes,None,None,None,None,Yes,No,None,8:00 am - 7:00 pm,None,None,None,None,None,None,None,None,None,8:00 am - 7:00 pm,None,None,Yes,None,None,9:00 am - 5:00 pm,None,Closed,Yes,None,8:00 am - 7:00 pm,8:00 am - 7:00 pm,None,8:00 am - 7:00 pm,No,None,MI Detroit Downtown_Detroit,Claimed,None,edible-arrangements-detroit,42.3301303,-83.0383398,3.0,5.0,None,None,None,5,"GiftShops,Florists,Chocolatiers&Shops",Edible Arrangements,https://www.yelp.com/biz/edible-arrangements-detroit?osq=food
None,No,None,Yes,None,None,None,None,None,Yes,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,No,None,None,None,None,Yes,None,None,None,None,None,None,No,MI Detroit Downtown_Detroit,Unclaimed,None,tim-hortons-detroit-2,42.3305356,-83.0416841,1.0,2.0,starbucks-grosse-pointe,dunkin-donuts-detroit-2,coffee-beanery-detroit-3,12,Coffee&Tea,Tim Hortons,https://www.yelp.com/biz/tim-hortons-detroit-2?osq=food
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,MI Detroit Downtown_Detroit,Unclaimed,None,stuffed-by-goldie-detroit,42.331427,-83.0457538,None,4.0,door-to-door-organics-livonia-2,byblos-cafe-and-grill-detroit,time-too-savor-livonia,1,FoodDeliveryServices,#STUFFED by Goldie,https://www.yelp.com/biz/stuffed-by-goldie-detroit?osq=food
No,No,None,Yes,None,None,None,None,None,None,None,None,None,None,None,None,None,12:00 pm - 7:00 pm,None,None,None,None,None,None,None,None,None,12:00 pm - 7:00 pm,None,None,None,None,None,Closed,None,Closed,No,None,12:00 pm - 7:00 pm,12:00 pm - 7:00 pm,None,12:00 pm - 7:00 pm,None,None,MI Detroit Downtown_Detroit,Claimed,None,candy-pros-detroit-2,42.3283711,-83.0399666,None,None,None,None,None,None,None,Candy Pros,https://www.yelp.com/biz/candy-pros-detroit-2?osq=food
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,MI Detroit Downtown_Detroit,Unclaimed,None,wallys-detroit,42.3291639,-83.047749,1.0,4.0,honey-bee-la-colmena-detroit,asian-food-imports-windsor-2,trader-joes-grosse-pointe,2,Grocery,Wally’s,https://www.yelp.com/biz/wallys-detroit?osq=food
No,Yes,None,Yes,None,FullBar,Classy,Casual,None,No,None,None,Yes,None,No,None,None,11:30 am - 12:00 am,None,"Brunch,Dinner",None,Yes,No,None,None,None,No,11:30 am - 10:00 pm,None,Average,None,Yes,"Valet,Garage,Street",12:00 pm - 12:00 am,None,12:00 pm - 10:00 pm,Yes,Yes,11:30 am - 10:00 pm,11:30 am - 10:00 pm,Yes,11:30 am - 10:00 pm,Yes,Free,MI Detroit Downtown_Detroit,Claimed,None,detroit-seafood-market-detroit,42.3355982,-83.0459627,3.0,3.0,the-fish-market-dearborn,fishbones-detroit-3,eastern-market-seafood-co-detroit,252,Seafood,Detroit Seafood Market,https://www.yelp.com/biz/detroit-seafood-market-detroit?osq=food
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,MI Detroit Downtown_Detroit,Unclaimed,None,bagley-grille-detroit,42.3347667,-83.0530238,None,1.0,berts-marketplace-detroit-2,motor-city-soul-food-detroit,cafe-d-mongos-speakeasy-detroit-2,1,"Southern,SoulFood",Bagley Grille,https://www.yelp.com/biz/bagley-grille-detroit?osq=food
None,None,None,Yes,None,None,None,None,None,Yes,None,None,None,None,None,None,None,None,None,None,None,None,None,Yes,None,None,None,None,None,None,None,Yes,Garage,None,None,None,Yes,None,None,None,None,None,None,Free,MI Detroit Downtown_Detroit,Unclaimed,None,starbucks-detroit-9,42.3311256,-83.0459323,2.0,1.5,starbucks-detroit-14,great-lakes-coffee-roasting-company-detroit,None,8,Coffee&Tea,Starbucks,https://www.yelp.com/biz/starbucks-detroit-9?osq=food
None,None,None,Yes,None,FullBar,None,None,None,Yes,None,None,None,None,None,None,None,11:00 am - 4:00 am,None,None,No,Yes,None,None,Yes,None,Yes,11:00 am - 4:00 am,Background,VeryLoud,None,Yes,None,11:00 am - 4:00 am,None,11:00 am - 4:00 am,None,None,11:00 am - 4:00 am,11:00 am - 4:00 am,None,11:00 am - 4:00 am,None,None,MI Detroit Downtown_Detroit,Unclaimed,None,st-brigids-bathtub-pub-detroit-2,42.3315235187,-83.0490316841,1.0,2.5,jb-bamboozles-pub-and-grille-dearborn,cobo-joes-bar-detroit-3,donovans-pub-detroit,14,Pubs,St Brigids Bathtub Pub,https://www.yelp.com/biz/st-brigids-bathtub-pub-detroit-2?osq=food
None,None,None,Yes,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,MI Detroit Downtown_Detroit,Unclaimed,None,broadway-stop-and-shop-detroit,42.3350925,-83.0462263,None,3.0,tunnel-liquor-shoppe-detroit,cost-plus-wine-detroit,joes-liquor-and-wine-shoppe-inc-detroit,1,"Beer,Wine&Spirits",Broadway Stop & Shop,https://www.yelp.com/biz/broadway-stop-and-shop-detroit?osq=food
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Open 24 hours,None,None,None,None,None,None,None,None,None,Open 24 hours,None,None,None,None,None,Open 24 hours,None,Open 24 hours,None,None,Open 24 hours,Open 24 hours,None,Open 24 hours,None,None,MI Detroit Downtown_Detroit,Unclaimed,None,cork-and-grind-detroit,42.3267754,-83.0496522,None,None,scarab-club-detroit,colony-club-detroit,the-westin-book-cadillac-detroit-detroit,None,None,Cork & Grind,https://www.yelp.com/biz/cork-and-grind-detroit?osq=food
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,MI Detroit Downtown_Detroit,Unclaimed,None,flame-grill-detroit,42.3356798,-83.0504561,None,None,monroe-street-steakhouse-detroit,cliff-bells-detroit,they-say-detroit,None,None,Flame Grill,https://www.yelp.com/biz/flame-grill-detroit?osq=food
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,MI Detroit Downtown_Detroit,Unclaimed,None,little-caesars-pizza-detroit-23,42.338227,-83.052532,None,None,nikis-pizza-detroit,pizzapapalis-detroit,supino-pizzeria-detroit,None,None,Little Caesars Pizza,https://www.yelp.com/biz/little-caesars-pizza-detroit-23?osq=food
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,MI Detroit Downtown_Detroit,Unclaimed,None,detroit-donuts-detroit-2,42.3302632,-83.0475512,None,1.0,donut-villa-detroit,dutch-girl-donuts-detroit,the-bean-bar-detroit,1,"Coffee&Tea,Donuts",Detroit Donuts,https://www.yelp.com/biz/detroit-donuts-detroit-2?osq=food
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,8:00 am - 10:00 pm,None,None,None,None,None,None,None,None,None,8:00 am - 10:00 pm,None,None,None,None,None,8:00 am - 10:00 pm,None,8:00 am - 10:00 pm,None,None,8:00 am - 10:00 pm,8:00 am - 10:00 pm,None,8:00 am - 10:00 pm,None,None,MI Detroit Downtown_Detroit,Unclaimed,None,m-and-s-sundries-detroit,42.3343704,-83.0433697,None,None,food-plaza-detroit-2,rite-aid-detroit-5,ernies-market-oak-park,None,None,M & S Sundries,https://www.yelp.com/biz/m-and-s-sundries-detroit?osq=food
None,None,None,Yes,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,MI Detroit Downtown_Detroit,Unclaimed,None,athens-grocery-and-bakery-detroit,42.335149,-83.0420078,None,None,alcamos-market-dearborn,la-luna-supermercado-detroit,honey-bee-la-colmena-detroit,None,None,Athens Grocery & Bakery,https://www.yelp.com/biz/athens-grocery-and-bakery-detroit?osq=food
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,MI Detroit Downtown_Detroit,Unclaimed,None,epiros-coffee-house-detroit,42.3352124,-83.0424457,None,None,avalon-international-breads-detroit,espresso-jazzy-cafe-detroit,le-petit-zinc-detroit,None,None,Epiros Coffee House,https://www.yelp.com/biz/epiros-coffee-house-detroit?osq=food
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,MI Detroit Downtown_Detroit,Unclaimed,None,hotpop-chicago-style-gourmet-popcorn-detroit,42.3291335,-83.0405582,None,None,good-people-popcorn-detroit,big-top-popcorn-eastpointe,garrett-popcorn-shops-novi-2,None,None,HotPOP! Chicago-Style Gourmet Popcorn,https://www.yelp.com/biz/hotpop-chicago-style-gourmet-popcorn-detroit?osq=food
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,MI Detroit Downtown_Detroit,Unclaimed,None,stucchis-detroit,42.3293486,-83.0399975,None,None,cold-stone-creamery-detroit,mootown-ice-cream-and-dessert-shoppe-detroit-2,treat-dreams-detroit,None,None,Stucchi’s,https://www.yelp.com/biz/stucchis-detroit?osq=food
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,MI Detroit Downtown_Detroit,Unclaimed,None,leland-commissary-market-detroit,42.3336535,-83.0543449,None,None,happy-four-party-store-detroit,broadway-stop-and-shop-detroit,tunnel-liquor-shoppe-detroit,None,None,Leland Commissary Market,https://www.yelp.com/biz/leland-commissary-market-detroit?osq=food
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,MI Detroit Downtown_Detroit,Unclaimed,None,ammex-detroit,42.3285797,-83.041694,None,None,ammex-detroit-duty-free-stores-detroit,broadway-stop-and-shop-detroit,tunnel-liquor-shoppe-detroit,None,None,Ammex,https://www.yelp.com/biz/ammex-detroit?osq=food
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,MI Detroit Downtown_Detroit,Unclaimed,None,cellars-wine-detroit,42.3303003,-83.0474872,None,None,ammex-detroit-duty-free-stores-detroit,happy-four-party-store-detroit,broadway-stop-and-shop-detroit,None,None,Cellars Wine,https://www.yelp.com/biz/cellars-wine-detroit?osq=food
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,MI Detroit Downtown_Detroit,Unclaimed,None,a-and-z-mart-detroit,42.3307555,-83.048152,None,None,ernies-market-oak-park,7-11-stores-detroit,sunoco-detroit-7,None,None,A & Z Mart,https://www.yelp.com/biz/a-and-z-mart-detroit?osq=food
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,MI Detroit Downtown_Detroit,Unclaimed,None,gateway-newsstand-renaissance-detroit,42.3295852,-83.039529,None,None,None,None,None,None,None,Gateway Newsstand Renaissance,https://www.yelp.com/biz/gateway-newsstand-renaissance-detroit?osq=food
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,MI Detroit Downtown_Detroit,Unclaimed,None,fast-break-donuts-detroit,42.3302632,-83.0475512,None,None,donutville-usa-dearborn,new-martha-washington-bakery-hamtramck,daily-dozen-warren,None,None,Fast Break Donuts,https://www.yelp.com/biz/fast-break-donuts-detroit?osq=food
None,None,None,Yes,None,FullBar,None,Casual,"Fri,Sat",None,None,None,None,No,No,None,None,11:00 am - 2:00 am,None,None,None,Yes,No,None,Yes,None,None,11:00 am - 2:00 am,"DJ,Live",None,None,No,None,4:00 pm - 2:00 am,OutdoorArea/PatioOnly,4:00 pm - 2:00 am,Yes,No,11:00 am - 2:00 am,11:00 am - 2:00 am,No,11:00 am - 2:00 am,Yes,None,MI Detroit Downtown_Detroit,Unclaimed,None,berts-on-broadway-detroit,42.334625,-83.0461033,1.0,3.0,floods-bar-and-grille-detroit,delux-lounge-detroit,the-baltimore-detroit,4,"Lounges,American(Traditional)",Bert’s On Broadway,https://www.yelp.com/biz/berts-on-broadway-detroit?osq=food
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,MI Detroit Downtown_Detroit,Unclaimed,None,food-plaza-detroit-3,42.337287,-83.0424479,None,None,None,None,None,None,None,Food Plaza,https://www.yelp.com/biz/food-plaza-detroit-3?osq=food
No,No,None,Yes,None,FullBar,Casual,Casual,"Thu,Fri,Sat",Yes,None,None,No,No,No,None,None,4:00 pm - 2:00 am,None,Dinner,No,Yes,No,None,Yes,None,Yes,4:00 pm - 2:00 am,Background,Loud,None,No,Street,9:00 am - 2:00 am,No,9:00 am - 2:00 am,Yes,No,4:00 pm - 2:00 am,4:00 pm - 2:00 am,Yes,4:00 pm - 2:00 am,No,Free,MI Detroit Downtown_Ferndale,Claimed,None,one-eyed-bettys-ferndale,42.4599825691,-83.1358069223,2.0,4.0,caf%C3%A9-muse-royal-oak-2,cork-wine-pub-pleasant-ridge,the-oakland-ferndale-2,782,"American(New),BeerBar,WineBars",One-Eyed Betty’s,https://www.yelp.com/biz/one-eyed-bettys-ferndale?osq=food
No,None,None,Yes,None,None,None,None,None,Yes,None,None,None,None,None,None,None,9:00 am - 8:00 pm,None,None,None,None,None,None,None,None,None,9:00 am - 8:00 pm,None,None,None,None,Street,9:00 am - 8:00 pm,None,10:00 am - 7:00 pm,No,None,9:00 am - 8:00 pm,9:00 am - 8:00 pm,None,9:00 am - 8:00 pm,Yes,None,MI Detroit Downtown_Ferndale,Unclaimed,None,natural-food-patch-ferndale,42.4609337011,-83.1369791552,2.0,3.5,zerbos-health-foods-supermarket-livonia,sprout-house-and-macrobiotics-grosse-pointe-park,far-east-ginseng-herbs-and-tea-sterling-heights,43,HealthMarkets,Natural Food Patch,https://www.yelp.com/biz/natural-food-patch-ferndale?osq=food
None,No,None,Yes,None,FullBar,Trendy,Casual,Fri,Yes,None,None,None,No,No,None,None,4:00 pm - 12:00 am,None,"Dinner,Dessert",No,Yes,Yes,None,Yes,None,Yes,Closed,Background,Average,None,Yes,Street,10:00 am - 12:00 am,No,10:00 am - 11:00 pm,Yes,No,4:00 pm - 11:00 pm,4:00 pm - 11:00 pm,Yes,4:00 pm - 11:00 pm,None,Free,MI Detroit Downtown_Ferndale,Claimed,None,pops-for-italian-ferndale,42.4605035333,-83.1378990367,2.0,4.0,assaggi-bistro-ferndale,one-eyed-bettys-ferndale,imperial-ferndale,209,"Italian,Pizza,WineBars",Pop’s For Italian,https://www.yelp.com/biz/pops-for-italian-ferndale?osq=food
None,No,None,Yes,None,FullBar,Hipster,Casual,"Thu,Fri,Sat",Yes,None,None,No,No,No,No,None,11:00 am - 2:00 am,None,"Lunch,Dinner,LateNight",No,Yes,No,None,No,No,Yes,11:00 am - 2:00 am,None,Average,None,Yes,Street,11:00 am - 2:00 am,No,11:00 am - 2:00 am,No,No,11:00 am - 2:00 am,11:00 am - 2:00 am,Yes,11:00 am - 2:00 am,Yes,No,MI Detroit Downtown_Ferndale,Claimed,None,imperial-ferndale,42.4610783378,-83.1342238535,2.0,4.0,the-emory-ferndale,tienda-mexicana-madison-heights-2,the-oakland-ferndale-2,739,"Bars,Mexican",Imperial,https://www.yelp.com/biz/imperial-ferndale?osq=food
No,No,No,Yes,None,FullBar,Hipster,Casual,None,Yes,None,None,No,None,No,None,None,11:00 am - 10:30 pm,Yes,Dinner,None,Yes,No,None,None,None,No,Closed,None,Average,None,Yes,Street,11:00 am - 10:30 pm,None,11:00 am - 3:00 pm,Yes,Yes,11:00 am - 9:00 pm,11:00 am - 9:00 pm,Yes,11:00 am - 9:00 pm,None,Free,MI Detroit Downtown_Ferndale,Claimed,None,greenspace-cafe-ferndale,42.4603434,-83.1365628,2.0,4.5,om-cafe-ferndale,inn-season-caf%C3%A9-royal-oak-2,cacao-tree-cafe-royal-oak,134,"Vegan,Vegetarian,Cafes",GreenSpace Cafe,https://www.yelp.com/biz/greenspace-cafe-ferndale?osq=food
None,None,None,Yes,None,FullBar,Hipster,None,"Fri,Sat",Yes,None,None,None,No,None,None,None,9:00 am - 6:00 am,None,None,Yes,Yes,Yes,None,No,None,No,Closed,"DJ,Live,JukeBox,MusicVideos,Background,Karaoke",Average,None,Yes,None,9:00 am - 6:00 am,Yes,9:00 am - 6:00 am,None,None,9:00 am - 6:00 am,9:00 am - 6:00 am,None,9:00 am - 6:00 am,None,None,MI Detroit Downtown_Ferndale,Unclaimed,None,diy-street-fair-ferndale-2,42.4592991,-83.1334308,1.0,5.0,magic-bag-theatre-ferndale,new-way-bar-ferndale,dally-in-the-alley-detroit,21,"Festivals,Arts&Crafts,MusicVenues",DIY Street Fair,https://www.yelp.com/biz/diy-street-fair-ferndale-2?osq=food
